Trait	nSNP	overall_p	mscomp	File_ID	First_Author	Year	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	Chip	Population	Collection	sig_overall
ST19_EFFEC_HEAT_LIGHT_FinnGen_FinnGenR5_1	561	0.964340619490717	PC2 (1e-01)	ST19_EFFEC_HEAT_LIGHT_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_EFFEC_HEAT_LIGHT	Effects of heat and light (FinnGen)	OTH	214469	92	214561	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_EFFEC_OTHER_EXTER_CAUSES_FinnGen_FinnGenR5_1	561	0.0195306698325955	PC8 (1e-03)	ST19_EFFEC_OTHER_EXTER_CAUSES_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_EFFEC_OTHER_EXTER_CAUSES	Effects of other external causes (FinnGen)	OTH	214469	335	214804	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_EPIDU_HAEMORRHAGE_FinnGen_FinnGenR5_1	561	0.0448031956848707	PC9 (2e-02)	ST19_EPIDU_HAEMORRHAGE_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_EPIDU_HAEMORRHAGE	Epidural haemorrhage (FinnGen)	OTH	136576	144	136720	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_FAILU_REJEC_TRANSPLANTED_ORGANS_TISSU_FinnGen_FinnGenR5_1	561	0.485678334047874	PC13 (4e-02)	ST19_FAILU_REJEC_TRANSPLANTED_ORGANS_TISSU_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_FAILU_REJEC_TRANSPLANTED_ORGANS_TISSU	Failure and rejection of transplanted organs and tissues (FinnGen)	IMD	199271	124	199395	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_FOCAL_BRAIN_INJURY_FinnGen_FinnGenR5_1	561	0.435682004936278	PC5 (1e-01)	ST19_FOCAL_BRAIN_INJURY_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_FOCAL_BRAIN_INJURY	Focal brain injury (FinnGen)	OTH	136576	1065	137641	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_FOREI_BODY_ALIME_TRACT_FinnGen_FinnGenR5_1	561	0.754699017651936	PC2 (1e-01)	ST19_FOREI_BODY_ALIME_TRACT_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_FOREI_BODY_ALIME_TRACT	Foreign body in alimentary tract (FinnGen)	OTH	214793	712	215505	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_FOREI_BODY_EAR_FinnGen_FinnGenR5_1	561	0.0404185683920883	PC13 (2e-02)	ST19_FOREI_BODY_EAR_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_FOREI_BODY_EAR	Foreign body in ear (FinnGen)	OTH	214793	219	215012	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_FOREI_BODY_EXTER_EYE_FinnGen_FinnGenR5_1	561	0.368143319855128	PC2 (2e-02)	ST19_FOREI_BODY_EXTER_EYE_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_FOREI_BODY_EXTER_EYE	Foreign body on external eye (FinnGen)	OTH	214793	2338	217131	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_FOREI_BODY_GENITO_TRACT_FinnGen_FinnGenR5_1	561	0.808066567817618	PC8 (2e-01)	ST19_FOREI_BODY_GENITO_TRACT_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_FOREI_BODY_GENITO_TRACT	Foreign body in genitourinary tract (FinnGen)	OTH	214793	102	214895	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_FOREI_BODY_RESPI_TRACT_FinnGen_FinnGenR5_1	561	0.0237147661570066	PC4 (6e-03)	ST19_FOREI_BODY_RESPI_TRACT_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_FOREI_BODY_RESPI_TRACT	Foreign body in respiratory tract (FinnGen)	OTH	214793	715	215508	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_FRACT_FEMUR_FinnGen_FinnGenR5_1	561	0.439032065487959	PC2 (7e-02)	ST19_FRACT_FEMUR_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_FRACT_FEMUR	Fracture of femur (FinnGen)	OTH	211460	3983	215443	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_FRACT_FOOT_ANKLE_FinnGen_FinnGenR5_1	561	0.498711041720026	PC8 (6e-02)	ST19_FRACT_FOOT_ANKLE_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_FRACT_FOOT_ANKLE	Fracture of foot, except ankle (FinnGen)	OTH	206804	3515	210319	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_FRACT_FOREA_FinnGen_FinnGenR5_1	561	0.267517251554187	PC6 (3e-02)	ST19_FRACT_FOREA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_FRACT_FOREA	Fracture of forearm (FinnGen)	OTH	205768	9956	215724	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_FRACT_LOWER_LEG_INCLU_ANKLE_FinnGen_FinnGenR5_1	561	0.185888036743853	PC2 (3e-02)	ST19_FRACT_LOWER_LEG_INCLU_ANKLE_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_FRACT_LOWER_LEG_INCLU_ANKLE	Fracture of lower leg, including ankle (FinnGen)	OTH	191178	10489	201667	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_FRACT_LUMBAR_SPINE_PELVIS_FinnGen_FinnGenR5_1	561	0.418641657956816	PC4 (8e-02)	ST19_FRACT_LUMBAR_SPINE_PELVIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_FRACT_LUMBAR_SPINE_PELVIS	Fracture of lumbar spine and pelvis (FinnGen)	OTH	212839	2859	215698	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_FRACT_NECK_FinnGen_FinnGenR5_1	561	0.269770352439002	PC10 (2e-02)	ST19_FRACT_NECK_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_FRACT_NECK	Fracture of neck (FinnGen)	OTH	215476	664	216140	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_FRACT_RIBS_STERNUM_THORACIC_SPINE_FinnGen_FinnGenR5_1	561	0.0660682424068554	PC13 (8e-03)	ST19_FRACT_RIBS_STERNUM_THORACIC_SPINE_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_FRACT_RIBS_STERNUM_THORACIC_SPINE	Fracture of rib(s), sternum and thoracic spine (FinnGen)	OTH	211861	4070	215931	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_FRACT_SHOUL_UPPER_ARM_FinnGen_FinnGenR5_1	561	0.339073135006022	PC3 (6e-02)	ST19_FRACT_SHOUL_UPPER_ARM_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_FRACT_SHOUL_UPPER_ARM	Fracture of shoulder and upper arm (FinnGen)	OTH	202866	5824	208690	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_FRACT_SKULL_FACIAL_BONES_FinnGen_FinnGenR5_1	561	0.190684868775016	PC4 (2e-02)	ST19_FRACT_SKULL_FACIAL_BONES_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_FRACT_SKULL_FACIAL_BONES	Fracture of skull and facial bones (FinnGen)	OTH	196254	3467	199721	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_FRACT_WRIST_HAND_LEVEL_FinnGen_FinnGenR5_1	561	0.882250219704974	PC8 (1e-01)	ST19_FRACT_WRIST_HAND_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_FRACT_WRIST_HAND_LEVEL	Fracture at wrist and hand level (FinnGen)	OTH	199036	5677	204713	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_FROSTBITE_FinnGen_FinnGenR5_1	561	0.0241619859690754	PC6 (1e-02)	ST19_FROSTBITE_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_FROSTBITE	Frostbite (FinnGen)	OTH	218631	161	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_HYPOTHERMIA_FinnGen_FinnGenR5_1	561	0.21639557736829	PC3 (6e-03)	ST19_HYPOTHERMIA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_HYPOTHERMIA	Hypothermia (FinnGen)	OTH	214469	241	214710	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_ICTRAUOTHUNS_FinnGen_FinnGenR5_1	561	0.993601325951496	PC4 (3e-01)	ST19_ICTRAUOTHUNS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_ICTRAUOTHUNS	Other and unspecified intracranial injuries (FinnGen)	OTH	205627	375	206002	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURI_ABDOMEN_LOWER_BACK_LUMBAR_SPINE_PELVIS_FinnGen_FinnGenR5_1	561	0.576446848335733	PC4 (8e-02)	ST19_INJURI_ABDOMEN_LOWER_BACK_LUMBAR_SPINE_PELVIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURI_ABDOMEN_LOWER_BACK_LUMBAR_SPINE_PELVIS	Injuries to the abdomen, lower back, lumbar spine and pelvis (FinnGen)	OTH	212839	5953	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURI_ANKLE_FOOT_FinnGen_FinnGenR5_1	561	0.263726242996053	PC10 (7e-03)	ST19_INJURI_ANKLE_FOOT_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURI_ANKLE_FOOT	Injuries to the ankle and foot (FinnGen)	OTH	206804	11988	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURI_ELBOW_FOREA_FinnGen_FinnGenR5_1	561	0.429565263005785	PC6 (5e-02)	ST19_INJURI_ELBOW_FOREA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURI_ELBOW_FOREA	Injuries to the elbow and forearm (FinnGen)	OTH	205768	13024	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURI_HEAD_FinnGen_FinnGenR5_1	561	0.339480942353619	PC12 (7e-02)	ST19_INJURI_HEAD_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURI_HEAD	Injuries to the head (FinnGen)	OTH	196254	22538	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURI_HIP_THIGH_FinnGen_FinnGenR5_1	561	0.309151740350742	PC2 (3e-02)	ST19_INJURI_HIP_THIGH_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURI_HIP_THIGH	Injuries to the hip and thigh (FinnGen)	OTH	211460	7332	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURI_INVOLVI_MULTIPLE_BODY_REGIONS_FinnGen_FinnGenR5_1	561	0.667344349150955	PC12 (4e-02)	ST19_INJURI_INVOLVI_MULTIPLE_BODY_REGIONS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURI_INVOLVI_MULTIPLE_BODY_REGIONS	Injuries involving multiple body regions (FinnGen)	OTH	218350	442	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURI_KNEE_LOWER_LEG_FinnGen_FinnGenR5_1	561	0.0122936857783254	PC11 (2e-02)	ST19_INJURI_KNEE_LOWER_LEG_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURI_KNEE_LOWER_LEG	Injuries to the knee and lower leg (FinnGen)	OTH	191178	27614	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURI_NECK_FinnGen_FinnGenR5_1	561	0.839129069106251	PC4 (1e-01)	ST19_INJURI_NECK_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURI_NECK	Injuries to the neck (FinnGen)	OTH	215476	3316	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURI_SHOUL_UPPER_ARM_FinnGen_FinnGenR5_1	561	0.263432004386111	PC1 (6e-03)	ST19_INJURI_SHOUL_UPPER_ARM_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURI_SHOUL_UPPER_ARM	Injuries to the shoulder and upper arm (FinnGen)	OTH	202866	15926	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURI_THORAX_FinnGen_FinnGenR5_1	561	0.0706223857700028	PC11 (9e-03)	ST19_INJURI_THORAX_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURI_THORAX	Injuries to the thorax (FinnGen)	OTH	211861	6931	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURI_UNSPE_PART_TRUNK_LIMB_BODY_REGION_FinnGen_FinnGenR5_1	561	0.212102749085292	PC4 (7e-02)	ST19_INJURI_UNSPE_PART_TRUNK_LIMB_BODY_REGION_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURI_UNSPE_PART_TRUNK_LIMB_BODY_REGION	Injuries to unspecified part of trunk, limb or body region (FinnGen)	OTH	217755	1037	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURI_WRIST_HAND_FinnGen_FinnGenR5_1	561	0.578215455869837	PC7 (4e-02)	ST19_INJURI_WRIST_HAND_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURI_WRIST_HAND	Injuries to the wrist and hand (FinnGen)	OTH	199036	19756	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_BLOOD_VESSE_WRIST_HAND_LEVEL_FinnGen_FinnGenR5_1	561	0.105340396298558	PC3 (9e-04)	ST19_INJURY_BLOOD_VESSE_WRIST_HAND_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_BLOOD_VESSE_WRIST_HAND_LEVEL	Injury of blood vessels at wrist and hand level (FinnGen)	OTH	199036	90	199126	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_CRANIAL_NERVES_FinnGen_FinnGenR5_1	561	0.109223683434379	PC3 (3e-02)	ST19_INJURY_CRANIAL_NERVES_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_CRANIAL_NERVES	Injury of cranial nerves (FinnGen)	OTH	196254	81	196335	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_EYE_ORBIT_FinnGen_FinnGenR5_1	561	0.0192747822346779	PC10 (6e-03)	ST19_INJURY_EYE_ORBIT_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_EYE_ORBIT	Injury of eye and orbit (FinnGen)	OTH	196254	2280	198534	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_INTRA_AB_ORGANS_FinnGen_FinnGenR5_1	561	0.983957198410471	PC7 (2e-01)	ST19_INJURY_INTRA_AB_ORGANS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_INTRA_AB_ORGANS	Injury of intra-abdominal organs (FinnGen)	OTH	212839	339	213178	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_MUSCLE_TENDON_ANKLE_FOOT_LEVEL_FinnGen_FinnGenR5_1	561	0.0192140992329723	PC10 (5e-05)	ST19_INJURY_MUSCLE_TENDON_ANKLE_FOOT_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_MUSCLE_TENDON_ANKLE_FOOT_LEVEL	Injury of muscle and tendon at ankle and foot level (FinnGen)	OTH	206804	303	207107	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_MUSCLE_TENDON_FOREA_LEVEL_FinnGen_FinnGenR5_1	561	0.471172264438064	PC7 (1e-02)	ST19_INJURY_MUSCLE_TENDON_FOREA_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_MUSCLE_TENDON_FOREA_LEVEL	Injury of muscle and tendon at forearm level (FinnGen)	OTH	205768	264	206032	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_MUSCLE_TENDON_HIP_THIGH_LEVEL_FinnGen_FinnGenR5_1	561	0.868045392242805	PC11 (1e-01)	ST19_INJURY_MUSCLE_TENDON_HIP_THIGH_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_MUSCLE_TENDON_HIP_THIGH_LEVEL	Injury of muscle and tendon at hip and thigh level (FinnGen)	OTH	211460	1044	212504	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_MUSCLE_TENDON_LOWER_LEG_LEVEL_FinnGen_FinnGenR5_1	561	0.0848133583916166	PC6 (1e-03)	ST19_INJURY_MUSCLE_TENDON_LOWER_LEG_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_MUSCLE_TENDON_LOWER_LEG_LEVEL	Injury of muscle and tendon at lower leg level (FinnGen)	OTH	191178	2205	193383	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_MUSCLE_TENDON_SHOUL_UPPER_ARM_LEVEL_FinnGen_FinnGenR5_1	561	0.227951172014315	PC1 (6e-03)	ST19_INJURY_MUSCLE_TENDON_SHOUL_UPPER_ARM_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_MUSCLE_TENDON_SHOUL_UPPER_ARM_LEVEL	Injury of muscle and tendon at shoulder and upper arm level (FinnGen)	OTH	202866	5637	208503	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_MUSCLE_TENDON_WRIST_HAND_LEVEL_FinnGen_FinnGenR5_1	561	0.423619200345709	PC7 (2e-02)	ST19_INJURY_MUSCLE_TENDON_WRIST_HAND_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_MUSCLE_TENDON_WRIST_HAND_LEVEL	Injury of muscle and tendon at wrist and hand level (FinnGen)	OTH	199036	2180	201216	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_NERVES_ANKLE_FOOT_LEVEL_FinnGen_FinnGenR5_1	561	0.212398250452327	PC7 (3e-03)	ST19_INJURY_NERVES_ANKLE_FOOT_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_NERVES_ANKLE_FOOT_LEVEL	Injury of nerves at ankle and foot level (FinnGen)	OTH	206804	85	206889	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_NERVES_FOREA_LEVEL_FinnGen_FinnGenR5_1	561	0.845488821565607	PC5 (1e-01)	ST19_INJURY_NERVES_FOREA_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_NERVES_FOREA_LEVEL	Injury of nerves at forearm level (FinnGen)	OTH	205768	172	205940	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_NERVES_LOWER_LEG_LEVEL_FinnGen_FinnGenR5_1	561	0.303652975597039	PC12 (6e-02)	ST19_INJURY_NERVES_LOWER_LEG_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_NERVES_LOWER_LEG_LEVEL	Injury of nerves at lower leg level (FinnGen)	OTH	191178	134	191312	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_NERVES_SHOUL_UPPER_ARM_LEVEL_FinnGen_FinnGenR5_1	561	0.663205065896575	PC2 (8e-02)	ST19_INJURY_NERVES_SHOUL_UPPER_ARM_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_NERVES_SHOUL_UPPER_ARM_LEVEL	Injury of nerves at shoulder and upper arm level (FinnGen)	OTH	202866	129	202995	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_NERVES_SPINAL_CORD_NECK_LEVEL_FinnGen_FinnGenR5_1	561	0.893770175326619	PC5 (2e-01)	ST19_INJURY_NERVES_SPINAL_CORD_NECK_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_NERVES_SPINAL_CORD_NECK_LEVEL	Injury of nerves and spinal cord at neck level (FinnGen)	OTH	215476	254	215730	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_NERVES_WRIST_HAND_LEVEL_FinnGen_FinnGenR5_1	561	0.381138845013312	PC7 (4e-02)	ST19_INJURY_NERVES_WRIST_HAND_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_NERVES_WRIST_HAND_LEVEL	Injury of nerves at wrist and hand level (FinnGen)	OTH	199036	553	199589	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_OTHER_UNSPE_INTRAT_ORGANS_FinnGen_FinnGenR5_1	561	0.72134235376697	PC7 (5e-02)	ST19_INJURY_OTHER_UNSPE_INTRAT_ORGANS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_OTHER_UNSPE_INTRAT_ORGANS	Injury of other and unspecified intrathoracic organs (FinnGen)	OTH	211861	832	212693	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_UNSPE_BODY_REGION_FinnGen_FinnGenR5_1	561	0.26435563507725	PC4 (1e-02)	ST19_INJURY_UNSPE_BODY_REGION_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_UNSPE_BODY_REGION	Injury of unspecified body region (FinnGen)	OTH	217755	758	218513	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INJURY_URINARY_PELVIC_ORGANS_FinnGen_FinnGenR5_1	561	0.942809770556982	PC11 (1e-01)	ST19_INJURY_URINARY_PELVIC_ORGANS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INJURY_URINARY_PELVIC_ORGANS	Injury of urinary and pelvic organs (FinnGen)	OTH	212839	258	213097	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INTRACRATRAUMA_FinnGen_FinnGenR5_1	561	0.354258186930091	PC6 (6e-02)	ST19_INTRACRATRAUMA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INTRACRATRAUMA	Intracranial trauma (FinnGen)	OTH	136576	13165	149741	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_INTRACR_INJURY_FinnGen_FinnGenR5_1	561	0.393150008552233	PC12 (8e-03)	ST19_INTRACR_INJURY_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_INTRACR_INJURY	Intracranial injury (FinnGen)	OTH	196254	9914	206168	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_MALTR_SYNDR_FinnGen_FinnGenR5_1	561	0.888720697538072	PC13 (1e-01)	ST19_MALTR_SYNDR_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_MALTR_SYNDR	Maltreatment syndromes (FinnGen)	OTH	214469	679	215148	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_OPEN_WOUND_ABDOMEN_LOWER_BACK_PELVIS_FinnGen_FinnGenR5_1	561	0.0520992388270217	PC8 (3e-03)	ST19_OPEN_WOUND_ABDOMEN_LOWER_BACK_PELVIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_OPEN_WOUND_ABDOMEN_LOWER_BACK_PELVIS	Open wound of abdomen, lower back and pelvis (FinnGen)	OTH	212839	415	213254	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_OPEN_WOUND_ANKLE_FOOT_FinnGen_FinnGenR5_1	561	0.294367551111825	PC12 (6e-02)	ST19_OPEN_WOUND_ANKLE_FOOT_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_OPEN_WOUND_ANKLE_FOOT	Open wound of ankle and foot (FinnGen)	OTH	206804	1291	208095	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_OPEN_WOUND_FOREA_FinnGen_FinnGenR5_1	561	0.933066281296341	PC2 (8e-02)	ST19_OPEN_WOUND_FOREA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_OPEN_WOUND_FOREA	Open wound of forearm (FinnGen)	OTH	205768	1174	206942	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_OPEN_WOUND_HEAD_FinnGen_FinnGenR5_1	561	0.167204356631644	PC13 (3e-02)	ST19_OPEN_WOUND_HEAD_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_OPEN_WOUND_HEAD	Open wound of head (FinnGen)	OTH	196254	8126	204380	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_OPEN_WOUND_HIP_THIGH_FinnGen_FinnGenR5_1	561	0.0941764500499068	PC8 (4e-02)	ST19_OPEN_WOUND_HIP_THIGH_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_OPEN_WOUND_HIP_THIGH	Open wound of hip and thigh (FinnGen)	OTH	211460	419	211879	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_OPEN_WOUND_LOWER_LEG_FinnGen_FinnGenR5_1	561	0.834602976127358	PC11 (1e-01)	ST19_OPEN_WOUND_LOWER_LEG_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_OPEN_WOUND_LOWER_LEG	Open wound of lower leg (FinnGen)	OTH	191178	1830	193008	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ST19_OPEN_WOUND_NECK_FinnGen_FinnGenR5_1	561	0.000764069497453698	PC7 (1e-03)	ST19_OPEN_WOUND_NECK_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ST19_OPEN_WOUND_NECK	Open wound of neck (FinnGen)	OTH	215476	119	215595	Illumina and Affymetrix	European (Finnish)	FinnGen	No
