"File_ID"	"First_Author"	"Year"	"Reference"	"Trait_ID_2.0"	"Trait_long"	"Trait_class"	"N0"	"N1"	"N"	"URL"	"Chip"	"Population"	"Collection"	"Retrieval_date"	"Public"	"Notes"	"Trait"
"M13_HYPERMOBILITY_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_HYPERMOBILITY"	"Hypermobility syndrome (FinnGen)"	"OTH"	300162	1129	301291	"***REMOVED***finngen_R7_M13_HYPERMOBILITY.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_HYPERMOBILITY_FinnGen_FinnGenR7_1"
"M13_ILIOTIBBAND_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_ILIOTIBBAND"	"Iliotibial band syndrome (FinnGen)"	"OTH"	227388	195	227583	"***REMOVED***finngen_R7_M13_ILIOTIBBAND.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_ILIOTIBBAND_FinnGen_FinnGenR7_1"
"M13_IMPINGEMENT_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_IMPINGEMENT"	"Impingement syndrome of shoulder (FinnGen)"	"OTH"	231460	7183	238643	"***REMOVED***finngen_R7_M13_IMPINGEMENT.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_IMPINGEMENT_FinnGen_FinnGenR7_1"
"M13_INFBURSA_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_INFBURSA"	"Infective bursitis (FinnGen)"	"INF"	231460	597	232057	"***REMOVED***finngen_R7_M13_INFBURSA.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_INFBURSA_FinnGen_FinnGenR7_1"
"M13_INTERVERTEB_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_INTERVERTEB"	"Other intervertebral disc disorders (FinnGen)"	"OTH"	227388	29508	256896	"***REMOVED***finngen_R7_M13_INTERVERTEB.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_INTERVERTEB_FinnGen_FinnGenR7_1"
"M13_JOINTOTH_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_JOINTOTH"	"Other specific joint derangements/joint disorders (FinnGen)"	"OTH"	202617	24689	227306	"***REMOVED***finngen_R7_M13_JOINTOTH.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_JOINTOTH_FinnGen_FinnGenR7_1"
"M13_JUVEARTH_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_JUVEARTH"	"Other juvenile arthritis (FinnGen)"	"IMD"	202617	1023	203640	"***REMOVED***finngen_R7_M13_JUVEARTH.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_JUVEARTH_FinnGen_FinnGenR7_1"
"M13_JUVERHEU_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_JUVERHEU"	"Juvenile rheuma (FinnGen)"	"IMD"	202617	561	203178	"***REMOVED***finngen_R7_M13_JUVERHEU.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_JUVERHEU_FinnGen_FinnGenR7_1"
"M13_JUVOSTEOCHONRHIP_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_JUVOSTEOCHONRHIP"	"Juvenile osteochondrosis (FinnGen)"	"OTH"	304075	753	304828	"***REMOVED***finngen_R7_M13_JUVOSTEOCHONRHIP.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_JUVOSTEOCHONRHIP_FinnGen_FinnGenR7_1"
"M13_KNEEDERANGEMENTS_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_KNEEDERANGEMENTS"	"Internar derangement of knee (FinnGen)"	"OTH"	202617	28554	231171	"***REMOVED***finngen_R7_M13_KNEEDERANGEMENTS.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_KNEEDERANGEMENTS_FinnGen_FinnGenR7_1"
"M13_KYPHOSIS_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_KYPHOSIS"	"Kyphosis (FinnGen)"	"OTH"	227388	236	227624	"***REMOVED***finngen_R7_M13_KYPHOSIS.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_KYPHOSIS_FinnGen_FinnGenR7_1"
"M13_LATERALEPICOND_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_LATERALEPICOND"	"Lateral epicondylitis (FinnGen)"	"OTH"	231460	3322	234782	"***REMOVED***finngen_R7_M13_LATERALEPICOND.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_LATERALEPICOND_FinnGen_FinnGenR7_1"
"M13_LIMBDEFORM_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_LIMBDEFORM"	"Other specified acquired deformities of limbs (FinnGen)"	"OTH"	202617	99	202716	"***REMOVED***finngen_R7_M13_LIMBDEFORM.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_LIMBDEFORM_FinnGen_FinnGenR7_1"
"M13_LIMBLENGTH_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_LIMBLENGTH"	"Unequal limb length (acquired) (FinnGen)"	"OTH"	202617	172	202789	"***REMOVED***finngen_R7_M13_LIMBLENGTH.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_LIMBLENGTH_FinnGen_FinnGenR7_1"
"M13_LIMBPAIN_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_LIMBPAIN"	"Pain in limb (FinnGen)"	"OTH"	231460	20906	252366	"***REMOVED***finngen_R7_M13_LIMBPAIN.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_LIMBPAIN_FinnGen_FinnGenR7_1"
"M13_LOOSEJOINT_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_LOOSEJOINT"	"Loose body in joint (FinnGen)"	"OTH"	202617	521	203138	"***REMOVED***finngen_R7_M13_LOOSEJOINT.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_LOOSEJOINT_FinnGen_FinnGenR7_1"
"M13_LOWBACKPAIN_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_LOWBACKPAIN"	"Low back pain (FinnGen)"	"OTH"	227388	21140	248528	"***REMOVED***finngen_R7_M13_LOWBACKPAIN.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_LOWBACKPAIN_FinnGen_FinnGenR7_1"
"M13_LOWBACKPAINORANDSCIATICA_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_LOWBACKPAINORANDSCIATICA"	"Lower back pain or/and sciatica (FinnGen)"	"OTH"	278496	30658	309154	"***REMOVED***finngen_R7_M13_LOWBACKPAINORANDSCIATICA.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_LOWBACKPAINORANDSCIATICA_FinnGen_FinnGenR7_1"
"M13_MCTD_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_MCTD"	"Mixed connective tissue disease (FinnGen)"	"OTH"	307702	1452	309154	"***REMOVED***finngen_R7_M13_MCTD.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_MCTD_FinnGen_FinnGenR7_1"
"M13_MEDIALEPICOND_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_MEDIALEPICOND"	"Medial epicondylitis (FinnGen)"	"OTH"	231460	814	232274	"***REMOVED***finngen_R7_M13_MEDIALEPICOND.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_MEDIALEPICOND_FinnGen_FinnGenR7_1"
"M13_MENISCUSDERANGEMENTS_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_MENISCUSDERANGEMENTS"	"Meniscus derangement (FinnGen)"	"OTH"	202617	19622	222239	"***REMOVED***finngen_R7_M13_MENISCUSDERANGEMENTS.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_MENISCUSDERANGEMENTS_FinnGen_FinnGenR7_1"
"M13_METATARSALGIA_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_METATARSALGIA"	"Metatarsalgia (FinnGen)"	"OTH"	231460	1954	233414	"***REMOVED***finngen_R7_M13_METATARSALGIA.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_METATARSALGIA_FinnGen_FinnGenR7_1"
"M13_MICROPOLYANG_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_MICROPOLYANG"	"Microscopic polyangiitis (FinnGen)"	"IMD"	307672	106	307778	"***REMOVED***finngen_R7_M13_MICROPOLYANG.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_MICROPOLYANG_FinnGen_FinnGenR7_1"
"M13_MONOARTHRITIS_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_MONOARTHRITIS"	"Monoarthritis, not elsewhere classified (FinnGen)"	"OTH"	202617	995	203612	"***REMOVED***finngen_R7_M13_MONOARTHRITIS.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_MONOARTHRITIS_FinnGen_FinnGenR7_1"
"M13_MULTIFIBRO_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_MULTIFIBRO"	"Multifocal fibrosclerosis (FinnGen)"	"IMD"	300162	137	300299	"***REMOVED***finngen_R7_M13_MULTIFIBRO.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_MULTIFIBRO_FinnGen_FinnGenR7_1"
"M13_MUSCLE_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_MUSCLE"	"Disorders of muscles (FinnGen)"	"OTH"	231460	2252	233712	"***REMOVED***finngen_R7_M13_MUSCLE.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_MUSCLE_FinnGen_FinnGenR7_1"
"M13_MUSCLEATROPH_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_MUSCLEATROPH"	"Muscle wasting and atrophy, not elsewhere classified (FinnGen)"	"OTH"	231460	126	231586	"***REMOVED***finngen_R7_M13_MUSCLEATROPH.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_MUSCLEATROPH_FinnGen_FinnGenR7_1"
"M13_MUSCLEDISNAS_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_MUSCLEDISNAS"	"Other specified disorders of muscle (FinnGen)"	"OTH"	231460	644	232104	"***REMOVED***finngen_R7_M13_MUSCLEDISNAS.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_MUSCLEDISNAS_FinnGen_FinnGenR7_1"
"M13_MUSCLESTRAIN_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_MUSCLESTRAIN"	"Muscle strain (FinnGen)"	"OTH"	231460	582	232042	"***REMOVED***finngen_R7_M13_MUSCLESTRAIN.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_MUSCLESTRAIN_FinnGen_FinnGenR7_1"
"M13_MUSCONTRAC_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_MUSCONTRAC"	"Contracture of muscle (FinnGen)"	"OTH"	231460	81	231541	"***REMOVED***finngen_R7_M13_MUSCONTRAC.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_MUSCONTRAC_FinnGen_FinnGenR7_1"
"M13_MUSCULOSKELEOTH_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_MUSCULOSKELEOTH"	"Other disorders of the musculoskeletal system and connective tissue (FinnGen)"	"OTH"	306147	3007	309154	"***REMOVED***finngen_R7_M13_MUSCULOSKELEOTH.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_MUSCULOSKELEOTH_FinnGen_FinnGenR7_1"
"M13_MUSCULOSKELETAL_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_MUSCULOSKELETAL"	"Diseases of the musculoskeletal system and connective tissue (FinnGen)"	"OTH"	138034	171120	309154	"***REMOVED***finngen_R7_M13_MUSCULOSKELETAL.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_MUSCULOSKELETAL_FinnGen_FinnGenR7_1"
"M13_MYALGIA_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_MYALGIA"	"Myalgia (FinnGen)"	"OTH"	231460	5020	236480	"***REMOVED***finngen_R7_M13_MYALGIA.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_MYALGIA_FinnGen_FinnGenR7_1"
"M13_MYOSITIS_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_MYOSITIS"	"Myositis (FinnGen)"	"IMD"	231460	520	231980	"***REMOVED***finngen_R7_M13_MYOSITIS.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_MYOSITIS_FinnGen_FinnGenR7_1"
"M13_NECROVASC_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_NECROVASC"	"Other necrotizing vasculopathies (FinnGen)"	"OTH"	300162	1482	301644	"***REMOVED***finngen_R7_M13_NECROVASC.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_NECROVASC_FinnGen_FinnGenR7_1"
"M13_NECROVASCNAS_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_NECROVASCNAS"	"Other specified/unspecified necrotizing vasculopathies (FinnGen)"	"OTH"	300162	287	300449	"***REMOVED***finngen_R7_M13_NECROVASCNAS.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_NECROVASCNAS_FinnGen_FinnGenR7_1"
"M13_NEURALGIA_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_NEURALGIA"	"Neuralgia and neuritis, unspecified (FinnGen)"	"OTH"	231460	1069	232529	"***REMOVED***finngen_R7_M13_NEURALGIA.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_NEURALGIA_FinnGen_FinnGenR7_1"
"M13_OLECRANONBURSITIS_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_OLECRANONBURSITIS"	"Olecranon bursitis (FinnGen)"	"OTH"	231460	1288	232748	"***REMOVED***finngen_R7_M13_OLECRANONBURSITIS.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_OLECRANONBURSITIS_FinnGen_FinnGenR7_1"
"M13_OSTEOCHONDRO_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_OSTEOCHONDRO"	"Osteopathies and chondropathies (FinnGen)"	"OTH"	294793	14361	309154	"***REMOVED***finngen_R7_M13_OSTEOCHONDRO.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_OSTEOCHONDRO_FinnGen_FinnGenR7_1"
"M13_OSTEOCHONDROPATHY_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_OSTEOCHONDROPATHY"	"Other osteochondropathies (FinnGen)"	"OTH"	304075	1649	305724	"***REMOVED***finngen_R7_M13_OSTEOCHONDROPATHY.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_OSTEOCHONDROPATHY_FinnGen_FinnGenR7_1"
"M13_OSTEOMALACIA_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_OSTEOMALACIA"	"Osteomalacia (FinnGen)"	"OTH"	294793	187	294980	"***REMOVED***finngen_R7_M13_OSTEOMALACIA.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_OSTEOMALACIA_FinnGen_FinnGenR7_1"
"M13_OSTEOMYELITIS_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_OSTEOMYELITIS"	"Osteomyelitis (FinnGen)"	"INF"	294793	1292	296085	"***REMOVED***finngen_R7_M13_OSTEOMYELITIS.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_OSTEOMYELITIS_FinnGen_FinnGenR7_1"
"M13_OSTEONECROSIS_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_OSTEONECROSIS"	"Osteonecrosis (FinnGen)"	"INF"	294793	970	295763	"***REMOVED***finngen_R7_M13_OSTEONECROSIS.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_OSTEONECROSIS_FinnGen_FinnGenR7_1"
"M13_OSTEOPATHYINOTH_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_OSTEOPATHYINOTH"	"Osteopathy in diseases classified elsewhere (FinnGen)"	"OTH"	294793	113	294906	"***REMOVED***finngen_R7_M13_OSTEOPATHYINOTH.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_OSTEOPATHYINOTH_FinnGen_FinnGenR7_1"
"M13_OSTEOPOROSIS_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_OSTEOPOROSIS"	"Osteoporosis (FinnGen)"	"OTH"	294793	5354	300147	"***REMOVED***finngen_R7_M13_OSTEOPOROSIS.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_OSTEOPOROSIS_FinnGen_FinnGenR7_1"
"M13_OTHCONN_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_OTHCONN"	"Other systemic involvement of connective tissue (FinnGen)"	"OTH"	300162	6753	306915	"***REMOVED***finngen_R7_M13_OTHCONN.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_OTHCONN_FinnGen_FinnGenR7_1"
"M13_OTHERBONE_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_OTHERBONE"	"Otherdisorders of bone (FinnGen)"	"OTH"	294793	5079	299872	"***REMOVED***finngen_R7_M13_OTHERBONE.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_OTHERBONE_FinnGen_FinnGenR7_1"
"M13_OTHERJOINT_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_OTHERJOINT"	"Other joint disorders (FinnGen)"	"OTH"	202617	64416	267033	"***REMOVED***finngen_R7_M13_OTHERJOINT.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_OTHERJOINT_FinnGen_FinnGenR7_1"
"M13_OVERLAP_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_OVERLAP"	"Other overlap syndromes (FinnGen)"	"OTH"	300162	391	300553	"***REMOVED***finngen_R7_M13_OVERLAP.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_OVERLAP_FinnGen_FinnGenR7_1"
"M13_OVERUSENAS_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_OVERUSENAS"	"Other/unspecified soft tissue disorders related to use, overuse and pressure (FinnGen)"	"OTH"	231460	608	232068	"***REMOVED***finngen_R7_M13_OVERUSENAS.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_OVERUSENAS_FinnGen_FinnGenR7_1"
"M13_PAGET_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_PAGET"	"Paget disease (FinnGen)"	"OTH"	294793	87	294880	"***REMOVED***finngen_R7_M13_PAGET.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_PAGET_FinnGen_FinnGenR7_1"
"M13_PALINDROMIC_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_PALINDROMIC"	"Palindromic rheumatism (FinnGen)"	"IMD"	202617	225	202842	"***REMOVED***finngen_R7_M13_PALINDROMIC.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_PALINDROMIC_FinnGen_FinnGenR7_1"
"M13_PANNICULITIS_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_PANNICULITIS"	"Panniculitis affecting regions of neck and back (FinnGen)"	"OTH"	227388	916	228304	"***REMOVED***finngen_R7_M13_PANNICULITIS.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_PANNICULITIS_FinnGen_FinnGenR7_1"
"M13_PANNICULITISNAS_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_PANNICULITISNAS"	"Panniculitis, unspecified (FinnGen)"	"IMD"	231460	204	231664	"***REMOVED***finngen_R7_M13_PANNICULITISNAS.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_PANNICULITISNAS_FinnGen_FinnGenR7_1"
"M13_PATELLADISLOCATIO_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_PATELLADISLOCATIO"	"Recurrent dislocation of patella (FinnGen)"	"OTH"	202617	1253	203870	"***REMOVED***finngen_R7_M13_PATELLADISLOCATIO.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_PATELLADISLOCATIO_FinnGen_FinnGenR7_1"
"M13_PATELLAOTH_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_PATELLAOTH"	"Other disorders of patella (FinnGen)"	"OTH"	202617	5115	207732	"***REMOVED***finngen_R7_M13_PATELLAOTH.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_PATELLAOTH_FinnGen_FinnGenR7_1"
"M13_PATELLARTEND_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_PATELLARTEND"	"Patellar tendinitis (FinnGen)"	"OTH"	227388	327	227715	"***REMOVED***finngen_R7_M13_PATELLARTEND.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_PATELLARTEND_FinnGen_FinnGenR7_1"
"M13_PATHODISLOCATIO_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_PATHODISLOCATIO"	"Pathological/recurrent dislocation and subluxation of joint, not elsewhere classified (FinnGen)"	"OTH"	202617	2068	204685	"***REMOVED***finngen_R7_M13_PATHODISLOCATIO.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_PATHODISLOCATIO_FinnGen_FinnGenR7_1"
"M13_PERONEALTEND_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_PERONEALTEND"	"Peroneal tendinitis (FinnGen)"	"OTH"	227388	235	227623	"***REMOVED***finngen_R7_M13_PERONEALTEND.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_PERONEALTEND_FinnGen_FinnGenR7_1"
"M13_PLANTARFASC_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_PLANTARFASC"	"Plantar fascial fibromatosis (FinnGen)"	"OTH"	231460	2151	233611	"***REMOVED***finngen_R7_M13_PLANTARFASC.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_PLANTARFASC_FinnGen_FinnGenR7_1"
"M13_POLNODOSA_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_POLNODOSA"	"Polyarteritis nodosa (FinnGen)"	"IMD"	300162	143	300305	"***REMOVED***finngen_R7_M13_POLNODOSA.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_POLNODOSA_FinnGen_FinnGenR7_1"
"M13_POLYARTERETAL_FinnGen_FinnGenR7_1-hg38.tsv.gz"	"FinnGen"	2022	"FinnGenR7"	"M13_POLYARTERETAL"	"Polyarteritis nodosa and related conditions (FinnGen)"	"IMD"	300162	295	300457	"***REMOVED***finngen_R7_M13_POLYARTERETAL.gz"	NA	"European (Finnish)"	"FinnGen"	2022-07-15T00:00:00Z	"Y"	NA	"M13_POLYARTERETAL_FinnGen_FinnGenR7_1"
