Trait	PC	Delta	Var.Delta	P	First_Author	Trait_ID_2.0	Trait_long	Trait_class	Population	Label	FDR.PC	stars
JDM_Miller_26291516_1	PC7	0.0191217814053223	0.000100671840836704	0.0566778553650181	Miller	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Miller)	0.290482072267587	""
JDM_Miller_26291516_1	PC8	-0.0164732074837843	0.000108094623078495	0.113093355835838	Miller	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Miller)	0.242946596177801	""
JDM_Miller_26291516_1	PC9	-0.00761886616398467	0.00011518716493677	0.477775148365744	Miller	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Miller)	0.795930610615693	""
JDM_Miller_26291516_1	PC10	-0.00242377739449576	0.00014747642321128	0.841803889614463	Miller	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Miller)	0.995058871913097	""
JDM_Miller_26291516_1	PC11	0.00167097453494822	0.000106801714169555	0.871550695508531	Miller	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Miller)	0.978438988353917	""
JDM_Miller_26291516_1	PC12	-0.0278417042710007	0.000110550430790976	0.0080973007092824	Miller	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Miller)	0.0269532527106183	○
JDM_Miller_26291516_1	PC13	0.012727807187352	0.000112027215699525	0.229162649228815	Miller	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Miller)	0.340839564148217	""
JDM_Rothwell_up_1	PC1	0.01741134398258	0.000113572117646527	0.102302794545388	Rothwell	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Rothwell)	0.206954137543594	""
JDM_Rothwell_up_1	PC2	0.0201178702537312	9.78782694676118e-05	0.0420045453161857	Rothwell	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Rothwell)	0.172363479056072	""
JDM_Rothwell_up_1	PC3	-0.00306904688515726	9.5115584862293e-05	0.752999932138984	Rothwell	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Rothwell)	0.872087512647582	""
JDM_Rothwell_up_1	PC4	0.00502286021935935	8.83525233370867e-05	0.59308595765725	Rothwell	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Rothwell)	0.874021411284369	""
JDM_Rothwell_up_1	PC5	0.00425026895028327	8.01942745347112e-05	0.635058864324082	Rothwell	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Rothwell)	0.84230706448395	""
JDM_Rothwell_up_1	PC6	0.000821045334587529	7.98512882840551e-05	0.926792509947583	Rothwell	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Rothwell)	0.963938660972912	""
JDM_Rothwell_up_1	PC7	0.022463072790819	8.21789375886986e-05	0.0132147343958407	Rothwell	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Rothwell)	0.112325242364646	""
JDM_Rothwell_up_1	PC8	-0.00107942100249465	8.82612253627772e-05	0.908527350495959	Rothwell	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Rothwell)	0.951479790763356	""
JDM_Rothwell_up_1	PC9	-0.00402720602386767	8.90158715260727e-05	0.6694922812481	Rothwell	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Rothwell)	0.908913465727018	""
JDM_Rothwell_up_1	PC10	0.00831422515332352	0.000114277227166618	0.43671438796542	Rothwell	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Rothwell)	0.803574488205273	""
JDM_Rothwell_up_1	PC11	0.00849424656982154	8.39199927480223e-05	0.353801953985565	Rothwell	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Rothwell)	0.669093405017026	""
JDM_Rothwell_up_1	PC12	-0.0349663668461803	8.53057971493031e-05	0.00015319569314999	Rothwell	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Rothwell)	0.000801331318015332	●
JDM_Rothwell_up_1	PC13	-0.00605478144563223	8.78779389505162e-05	0.518350616054294	Rothwell	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Rothwell)	0.639066785173575	""
JIA_LopezIsac_33106285_1	PC1	0.0306504706407479	1.98517046393169e-05	6.01875399020934e-12	LopezIsac	JIA	Juvenile Idiopathic Arthritis	IMD	European (UK)	Juvenile Idiopathic Arthritis	3.87152283694547e-11	●
JIA_LopezIsac_33106285_1	PC2	0.0211239164493402	1.81934638323278e-05	7.32993017773612e-07	LopezIsac	JIA	Juvenile Idiopathic Arthritis	IMD	European (UK)	Juvenile Idiopathic Arthritis	1.05728689836436e-05	●
JIA_LopezIsac_33106285_1	PC3	-0.037977721694144	1.73733221256769e-05	8.12885624265696e-20	LopezIsac	JIA	Juvenile Idiopathic Arthritis	IMD	European (UK)	Juvenile Idiopathic Arthritis	7.44102994520137e-19	●
JIA_LopezIsac_33106285_1	PC4	-0.000215101395320289	1.79184219902202e-05	0.959472805882562	LopezIsac	JIA	Juvenile Idiopathic Arthritis	IMD	European (UK)	Juvenile Idiopathic Arthritis	0.986412647084448	""
JIA_LopezIsac_33106285_1	PC5	-0.0159733064799547	1.56357861283559e-05	5.35496550907332e-05	LopezIsac	JIA	Juvenile Idiopathic Arthritis	IMD	European (UK)	Juvenile Idiopathic Arthritis	0.000499796780846843	●
JIA_LopezIsac_33106285_1	PC6	-0.00184261341283192	1.53768316140702e-05	0.638430056048833	LopezIsac	JIA	Juvenile Idiopathic Arthritis	IMD	European (UK)	Juvenile Idiopathic Arthritis	0.834870073294628	""
JIA_LopezIsac_33106285_1	PC7	-0.00203187166373278	1.48311919134897e-05	0.597774075344417	LopezIsac	JIA	Juvenile Idiopathic Arthritis	IMD	European (UK)	Juvenile Idiopathic Arthritis	0.83442950106728	""
JIA_LopezIsac_33106285_1	PC8	-0.0183083130181582	1.70169121221467e-05	9.07096509182795e-06	LopezIsac	JIA	Juvenile Idiopathic Arthritis	IMD	European (UK)	Juvenile Idiopathic Arthritis	8.20190461770375e-05	●
JIA_LopezIsac_33106285_1	PC9	-0.00485589670035232	1.72222381069706e-05	0.241958922994839	LopezIsac	JIA	Juvenile Idiopathic Arthritis	IMD	European (UK)	Juvenile Idiopathic Arthritis	0.595602308429793	""
JIA_LopezIsac_33106285_1	PC10	0.000720496362589153	2.09508570623543e-05	0.874922139364135	LopezIsac	JIA	Juvenile Idiopathic Arthritis	IMD	European (UK)	Juvenile Idiopathic Arthritis	0.995058871913097	""
JIA_LopezIsac_33106285_1	PC11	0.00952527085374357	1.60040074059292e-05	0.0172647954909289	LopezIsac	JIA	Juvenile Idiopathic Arthritis	IMD	European (UK)	Juvenile Idiopathic Arthritis	0.119102067444669	""
JIA_LopezIsac_33106285_1	PC12	-0.0300278968609654	1.58150788866264e-05	4.32808359805152e-14	LopezIsac	JIA	Juvenile Idiopathic Arthritis	IMD	European (UK)	Juvenile Idiopathic Arthritis	7.92372227950971e-13	●
JIA_LopezIsac_33106285_1	PC13	0.0206391396356745	1.74202784859888e-05	7.61538938378271e-07	LopezIsac	JIA	Juvenile Idiopathic Arthritis	IMD	European (UK)	Juvenile Idiopathic Arthritis	2.9712502841644e-06	●
JO1M_Rothwell_up_1	PC1	0.0357197488058217	0.000173135791522798	0.00663444399744452	Rothwell	JO1M	Jo1+ Myositis	IMD	European	Jo1+ Myositis (Rothwell)	0.0185764431928447	○
JO1M_Rothwell_up_1	PC2	0.0294998221592257	0.000156777451069879	0.0184722939636063	Rothwell	JO1M	Jo1+ Myositis	IMD	European	Jo1+ Myositis (Rothwell)	0.087928119266766	""
JO1M_Rothwell_up_1	PC3	-0.0470448161312001	0.000151300522453498	0.000130958634573218	Rothwell	JO1M	Jo1+ Myositis	IMD	European	Jo1+ Myositis (Rothwell)	0.000502712177877837	●
JO1M_Rothwell_up_1	PC4	-0.0101662775977794	0.000136649355780472	0.384476742015382	Rothwell	JO1M	Jo1+ Myositis	IMD	European	Jo1+ Myositis (Rothwell)	0.708989399623894	""
JO1M_Rothwell_up_1	PC5	0.019123259261187	0.000131402434212626	0.0952668147030412	Rothwell	JO1M	Jo1+ Myositis	IMD	European	Jo1+ Myositis (Rothwell)	0.25619776157428	""
JO1M_Rothwell_up_1	PC6	-0.00965057998673545	0.000130047693465151	0.397409592714239	Rothwell	JO1M	Jo1+ Myositis	IMD	European	Jo1+ Myositis (Rothwell)	0.700618393081399	""
JO1M_Rothwell_up_1	PC7	0.00513531871589939	0.000133922316592335	0.657221450194363	Rothwell	JO1M	Jo1+ Myositis	IMD	European	Jo1+ Myositis (Rothwell)	0.859443434869552	""
JO1M_Rothwell_up_1	PC8	-0.0285912136818053	0.000137370448392034	0.0147110073978413	Rothwell	JO1M	Jo1+ Myositis	IMD	European	Jo1+ Myositis (Rothwell)	0.0522570113535258	""
JO1M_Rothwell_up_1	PC9	-0.0485682449318145	0.000140534739226764	4.18630979699317e-05	Rothwell	JO1M	Jo1+ Myositis	IMD	European	Jo1+ Myositis (Rothwell)	0.000452882605311079	●
JO1M_Rothwell_up_1	PC10	0.0236483174783153	0.000186791749800055	0.083576693723411	Rothwell	JO1M	Jo1+ Myositis	IMD	European	Jo1+ Myositis (Rothwell)	0.331520885102864	""
JO1M_Rothwell_up_1	PC11	0.0167792635818342	0.000136568771979042	0.15105620605759	Rothwell	JO1M	Jo1+ Myositis	IMD	European	Jo1+ Myositis (Rothwell)	0.447701547109604	""
JO1M_Rothwell_up_1	PC12	-0.0019482765828648	0.000136140274353475	0.867387950797621	Rothwell	JO1M	Jo1+ Myositis	IMD	European	Jo1+ Myositis (Rothwell)	0.927812729392511	""
JO1M_Rothwell_up_1	PC13	0.0122817024665042	0.000141677678476881	0.302152090660925	Rothwell	JO1M	Jo1+ Myositis	IMD	European	Jo1+ Myositis (Rothwell)	0.420539167118714	""
K11_CHOLANGI_FinnGen_FinnGenR7_1	PC1	-0.0123558190051007	3.58682066995146e-05	0.0391047405509337	FinnGen	K11_CHOLANGI	Cholangitis (sclerosing) (FinnGen)	IMD	European (Finnish)	Primary sclerosing cholangitis	0.0903585267099245	""
K11_CHOLANGI_FinnGen_FinnGenR7_1	PC2	-0.00168002339973868	3.57934698780976e-05	0.778855706516036	FinnGen	K11_CHOLANGI	Cholangitis (sclerosing) (FinnGen)	IMD	European (Finnish)	Primary sclerosing cholangitis	0.962973100163217	""
K11_CHOLANGI_FinnGen_FinnGenR7_1	PC3	-0.0108787604663009	3.38597055943007e-05	0.0615458908375497	FinnGen	K11_CHOLANGI	Cholangitis (sclerosing) (FinnGen)	IMD	European (Finnish)	Primary sclerosing cholangitis	0.131371497931272	""
K11_CHOLANGI_FinnGen_FinnGenR7_1	PC4	0.000859029042662004	3.27934471991058e-05	0.880758333442083	FinnGen	K11_CHOLANGI	Cholangitis (sclerosing) (FinnGen)	IMD	European (Finnish)	Primary sclerosing cholangitis	0.986412647084448	""
K11_CHOLANGI_FinnGen_FinnGenR7_1	PC5	0.00487690038556903	3.07439445170453e-05	0.379099230158749	FinnGen	K11_CHOLANGI	Cholangitis (sclerosing) (FinnGen)	IMD	European (Finnish)	Primary sclerosing cholangitis	0.637636867687507	""
K11_CHOLANGI_FinnGen_FinnGenR7_1	PC6	-0.0154739681247033	3.02424961928943e-05	0.0048960018769422	FinnGen	K11_CHOLANGI	Cholangitis (sclerosing) (FinnGen)	IMD	European (Finnish)	Primary sclerosing cholangitis	0.0339901200487924	○
K11_CHOLANGI_FinnGen_FinnGenR7_1	PC7	-0.00172473210642646	2.90517084682274e-05	0.748976244702739	FinnGen	K11_CHOLANGI	Cholangitis (sclerosing) (FinnGen)	IMD	European (Finnish)	Primary sclerosing cholangitis	0.889059083487541	""
K11_CHOLANGI_FinnGen_FinnGenR7_1	PC8	-0.0187407965308007	3.31261856189599e-05	0.0011294025416976	FinnGen	K11_CHOLANGI	Cholangitis (sclerosing) (FinnGen)	IMD	European (Finnish)	Primary sclerosing cholangitis	0.00590764406426437	●
K11_CHOLANGI_FinnGen_FinnGenR7_1	PC9	-0.0029551464223964	3.22968940714114e-05	0.603067513139582	FinnGen	K11_CHOLANGI	Cholangitis (sclerosing) (FinnGen)	IMD	European (Finnish)	Primary sclerosing cholangitis	0.85946148579174	""
K11_CHOLANGI_FinnGen_FinnGenR7_1	PC10	0.000307736479471537	3.98869170256743e-05	0.961137388545433	FinnGen	K11_CHOLANGI	Cholangitis (sclerosing) (FinnGen)	IMD	European (Finnish)	Primary sclerosing cholangitis	0.995058871913097	""
K11_CHOLANGI_FinnGen_FinnGenR7_1	PC11	0.00640083075939896	3.16657710762435e-05	0.255340371423394	FinnGen	K11_CHOLANGI	Cholangitis (sclerosing) (FinnGen)	IMD	European (Finnish)	Primary sclerosing cholangitis	0.566947001657161	""
K11_CHOLANGI_FinnGen_FinnGenR7_1	PC12	-0.0109212344551027	3.16582487642032e-05	0.0522567857906073	FinnGen	K11_CHOLANGI	Cholangitis (sclerosing) (FinnGen)	IMD	European (Finnish)	Primary sclerosing cholangitis	0.121337707494288	""
K11_CHOLANGI_FinnGen_FinnGenR7_1	PC13	0.0198638625141907	3.38887341578011e-05	0.000644379382944353	FinnGen	K11_CHOLANGI	Cholangitis (sclerosing) (FinnGen)	IMD	European (Finnish)	Primary sclerosing cholangitis	0.001825741585009	●
K11_COELIAC_FinnGen_FinnGenR7_1	PC1	0.00320742674223514	1.51931684092833e-05	0.410580479649876	FinnGen	K11_COELIAC	Coeliac disease (FinnGen)	IMD	European (Finnish)	Coeliac disease	0.597664551416945	""
K11_COELIAC_FinnGen_FinnGenR7_1	PC2	-0.0070028206082871	1.52133705314644e-05	0.07259061194288	FinnGen	K11_COELIAC	Coeliac disease (FinnGen)	IMD	European (Finnish)	Coeliac disease	0.272071899880401	""
K11_COELIAC_FinnGen_FinnGenR7_1	PC3	-0.0220147584768008	1.43872800895566e-05	6.47658802914862e-09	FinnGen	K11_COELIAC	Coeliac disease (FinnGen)	IMD	European (Finnish)	Coeliac disease	3.75958036813993e-08	●
K11_COELIAC_FinnGen_FinnGenR7_1	PC4	0.00246526710921797	1.39009094813904e-05	0.508474758692231	FinnGen	K11_COELIAC	Coeliac disease (FinnGen)	IMD	European (Finnish)	Coeliac disease	0.823244847406469	""
K11_COELIAC_FinnGen_FinnGenR7_1	PC5	-0.0140793027120924	1.30514143768311e-05	9.73124666345581e-05	FinnGen	K11_COELIAC	Coeliac disease (FinnGen)	IMD	European (Finnish)	Coeliac disease	0.000812644458211397	●
K11_COELIAC_FinnGen_FinnGenR7_1	PC6	0.0139386613946802	1.27958765754129e-05	9.75517411721073e-05	FinnGen	K11_COELIAC	Coeliac disease (FinnGen)	IMD	European (Finnish)	Coeliac disease	0.00107987508832379	●
K11_COELIAC_FinnGen_FinnGenR7_1	PC7	0.0384404144003185	1.23687095143129e-05	8.27174644614289e-28	FinnGen	K11_COELIAC	Coeliac disease (FinnGen)	IMD	European (Finnish)	Coeliac disease	3.93735130836402e-25	●
K11_COELIAC_FinnGen_FinnGenR7_1	PC8	-0.00125372847693853	1.40687972010471e-05	0.738188832216871	FinnGen	K11_COELIAC	Coeliac disease (FinnGen)	IMD	European (Finnish)	Coeliac disease	0.869005920852589	""
K11_COELIAC_FinnGen_FinnGenR7_1	PC9	0.00257774881279698	1.36871174630277e-05	0.485951609010342	FinnGen	K11_COELIAC	Coeliac disease (FinnGen)	IMD	European (Finnish)	Coeliac disease	0.800390885428799	""
K11_COELIAC_FinnGen_FinnGenR7_1	PC10	0.00442391316953556	1.69755619220367e-05	0.282944346313994	FinnGen	K11_COELIAC	Coeliac disease (FinnGen)	IMD	European (Finnish)	Coeliac disease	0.656982969977859	""
K11_COELIAC_FinnGen_FinnGenR7_1	PC11	0.0142146067830377	1.34400373353569e-05	0.000105601914332876	FinnGen	K11_COELIAC	Coeliac disease (FinnGen)	IMD	European (Finnish)	Coeliac disease	0.00218550048793256	●
K11_COELIAC_FinnGen_FinnGenR7_1	PC12	-0.01423067639376	1.34197342625369e-05	0.000102471036171908	FinnGen	K11_COELIAC	Coeliac disease (FinnGen)	IMD	European (Finnish)	Coeliac disease	0.000567165269974747	●
K11_COELIAC_FinnGen_FinnGenR7_1	PC13	0.0155203683507458	1.43722712409741e-05	4.24141221430564e-05	FinnGen	K11_COELIAC	Coeliac disease (FinnGen)	IMD	European (Finnish)	Coeliac disease	0.000139235325104102	●
K11_CROHN_FinnGen_FinnGenR7_1	PC1	-0.0494537315582561	1.40696010446673e-05	1.0800447399094e-39	FinnGen	K11_CROHN	Crohn disease (FinnGen)	IMD	European (Finnish)	Crohn disease	1.5578827157481e-38	●
K11_CROHN_FinnGen_FinnGenR7_1	PC2	0.00297453154037333	1.4070655997594e-05	0.427790356580683	FinnGen	K11_CROHN	Crohn disease (FinnGen)	IMD	European (Finnish)	Crohn disease	0.768931335222715	""
K11_CROHN_FinnGen_FinnGenR7_1	PC3	-0.0387505118824876	1.33263318473148e-05	2.53652765784796e-26	FinnGen	K11_CROHN	Crohn disease (FinnGen)	IMD	European (Finnish)	Crohn disease	3.17733464509376e-25	●
K11_CROHN_FinnGen_FinnGenR7_1	PC4	0.011146841508811	1.28865947795824e-05	0.00190181835689096	FinnGen	K11_CROHN	Crohn disease (FinnGen)	IMD	European (Finnish)	Crohn disease	0.0177503046643156	○
K11_CROHN_FinnGen_FinnGenR7_1	PC5	-0.0159328406550543	1.20725074112442e-05	4.52723352309729e-06	FinnGen	K11_CROHN	Crohn disease (FinnGen)	IMD	European (Finnish)	Crohn disease	5.25600769998612e-05	●
K11_CROHN_FinnGen_FinnGenR7_1	PC6	-0.00696819834526984	1.18982752560384e-05	0.0433703002975011	FinnGen	K11_CROHN	Crohn disease (FinnGen)	IMD	European (Finnish)	Crohn disease	0.192937036837482	""
K11_CROHN_FinnGen_FinnGenR7_1	PC7	-0.01467100526012	1.14403446667805e-05	1.44107096932799e-05	FinnGen	K11_CROHN	Crohn disease (FinnGen)	IMD	European (Finnish)	Crohn disease	0.000527653678000095	●
K11_CROHN_FinnGen_FinnGenR7_1	PC8	-0.0109330000038578	1.30133583668642e-05	0.00243977927527539	FinnGen	K11_CROHN	Crohn disease (FinnGen)	IMD	European (Finnish)	Crohn disease	0.011850356479909	○
K11_CROHN_FinnGen_FinnGenR7_1	PC9	0.000208944884066722	1.26924683261799e-05	0.953231887303477	FinnGen	K11_CROHN	Crohn disease (FinnGen)	IMD	European (Finnish)	Crohn disease	0.996488040355163	""
K11_CROHN_FinnGen_FinnGenR7_1	PC10	0.00894706352213505	1.56764111022602e-05	0.0238378039894506	FinnGen	K11_CROHN	Crohn disease (FinnGen)	IMD	European (Finnish)	Crohn disease	0.155435543821623	""
K11_CROHN_FinnGen_FinnGenR7_1	PC11	0.0108849663100743	1.24558497523135e-05	0.00204110687236106	FinnGen	K11_CROHN	Crohn disease (FinnGen)	IMD	European (Finnish)	Crohn disease	0.0231325445534254	○
K11_CROHN_FinnGen_FinnGenR7_1	PC12	-0.0130205596052518	1.24723481749093e-05	0.000227046578576398	FinnGen	K11_CROHN	Crohn disease (FinnGen)	IMD	European (Finnish)	Crohn disease	0.00107929822529813	●
K11_CROHN_FinnGen_FinnGenR7_1	PC13	0.0286121166597871	1.33003750872401e-05	4.31392291847716e-15	FinnGen	K11_CROHN	Crohn disease (FinnGen)	IMD	European (Finnish)	Crohn disease	2.66678871324043e-14	●
K11_IBD_FinnGen_FinnGenR7_1	PC1	-0.0415246047782418	5.1956579078602e-06	3.75916146401913e-74	FinnGen	K11_IBD	Inflammatory bowel disease (FinnGen)	IMD	European (Finnish)	Inflammatory bowel disease	1.05256520992536e-72	●
K11_IBD_FinnGen_FinnGenR7_1	PC2	0.00262695678402553	5.18759116540534e-06	0.248757017202215	FinnGen	K11_IBD	Inflammatory bowel disease (FinnGen)	IMD	European (Finnish)	Inflammatory bowel disease	0.5899449092125	""
K11_IBD_FinnGen_FinnGenR7_1	PC3	-0.03808288059092	4.92598632201047e-06	5.41551826678505e-66	FinnGen	K11_IBD	Inflammatory bowel disease (FinnGen)	IMD	European (Finnish)	Inflammatory bowel disease	1.71852446332646e-64	●
K11_IBD_FinnGen_FinnGenR7_1	PC4	0.00355845314547944	4.746473348349e-06	0.102398195829956	FinnGen	K11_IBD	Inflammatory bowel disease (FinnGen)	IMD	European (Finnish)	Inflammatory bowel disease	0.331575110306524	""
K11_IBD_FinnGen_FinnGenR7_1	PC5	-0.00874140603920952	4.45050410076231e-06	3.41912012170433e-05	FinnGen	K11_IBD	Inflammatory bowel disease (FinnGen)	IMD	European (Finnish)	Inflammatory bowel disease	0.000325500235586252	●
K11_IBD_FinnGen_FinnGenR7_1	PC6	-0.0140173771978272	4.38920404697358e-06	2.22051393476094e-11	FinnGen	K11_IBD	Inflammatory bowel disease (FinnGen)	IMD	European (Finnish)	Inflammatory bowel disease	9.60876939042007e-10	●
K11_IBD_FinnGen_FinnGenR7_1	PC7	-0.00769294370793836	4.21698733836389e-06	0.000179530720064443	FinnGen	K11_IBD	Inflammatory bowel disease (FinnGen)	IMD	European (Finnish)	Inflammatory bowel disease	0.00388439194321249	●
K11_IBD_FinnGen_FinnGenR7_1	PC8	-0.0121229451239265	4.80059413370143e-06	3.14800065535243e-08	FinnGen	K11_IBD	Inflammatory bowel disease (FinnGen)	IMD	European (Finnish)	Inflammatory bowel disease	4.4072009174934e-07	●
K11_IBD_FinnGen_FinnGenR7_1	PC9	0.00150857102563102	4.68105874634813e-06	0.485641135751515	FinnGen	K11_IBD	Inflammatory bowel disease (FinnGen)	IMD	European (Finnish)	Inflammatory bowel disease	0.800390885428799	""
K11_IBD_FinnGen_FinnGenR7_1	PC10	0.0267114397185108	5.77461456067335e-06	1.05252981253624e-28	FinnGen	K11_IBD	Inflammatory bowel disease (FinnGen)	IMD	European (Finnish)	Inflammatory bowel disease	3.85387839051731e-27	●
K11_IBD_FinnGen_FinnGenR7_1	PC11	0.00675262810733767	4.59448318303e-06	0.00163092413962099	FinnGen	K11_IBD	Inflammatory bowel disease (FinnGen)	IMD	European (Finnish)	Inflammatory bowel disease	0.0194079972614898	○
K11_IBD_FinnGen_FinnGenR7_1	PC12	-0.0111576579517677	4.59896610591608e-06	1.96234594084404e-07	FinnGen	K11_IBD	Inflammatory bowel disease (FinnGen)	IMD	European (Finnish)	Inflammatory bowel disease	1.61047701352028e-06	●
K11_IBD_FinnGen_FinnGenR7_1	PC13	0.0192797506514104	4.90188186403375e-06	3.09197329536289e-18	FinnGen	K11_IBD	Inflammatory bowel disease (FinnGen)	IMD	European (Finnish)	Inflammatory bowel disease	2.45296548098789e-17	●
K11_ULCER_FinnGen_FinnGenR7_1	PC1	-0.0409673695380605	6.79608634630125e-06	1.19773755842711e-55	FinnGen	K11_ULCER	Ulcerative colitis (FinnGen)	IMD	European (Finnish)	Ulcerative colitis	2.37551282421377e-54	●
K11_ULCER_FinnGen_FinnGenR7_1	PC2	0.00272269730432709	6.780339017365e-06	0.295736761586305	FinnGen	K11_ULCER	Ulcerative colitis (FinnGen)	IMD	European (Finnish)	Ulcerative colitis	0.642788577694435	""
K11_ULCER_FinnGen_FinnGenR7_1	PC3	-0.0405798241290871	6.44339153531396e-06	1.58746584706557e-57	FinnGen	K11_ULCER	Ulcerative colitis (FinnGen)	IMD	European (Finnish)	Ulcerative colitis	4.19796524001784e-56	●
K11_ULCER_FinnGen_FinnGenR7_1	PC4	0.00161139429620352	6.20516217044014e-06	0.517708135779296	FinnGen	K11_ULCER	Ulcerative colitis (FinnGen)	IMD	European (Finnish)	Ulcerative colitis	0.835352788579474	""
K11_ULCER_FinnGen_FinnGenR7_1	PC5	-0.00697019677623447	5.82330925295624e-06	0.00387184401966149	FinnGen	K11_ULCER	Ulcerative colitis (FinnGen)	IMD	European (Finnish)	Ulcerative colitis	0.0184299775335887	○
K11_ULCER_FinnGen_FinnGenR7_1	PC6	-0.0175989149182189	5.74712430643077e-06	2.1185999648966e-13	FinnGen	K11_ULCER	Ulcerative colitis (FinnGen)	IMD	European (Finnish)	Ulcerative colitis	1.72961354247587e-11	●
K11_ULCER_FinnGen_FinnGenR7_1	PC7	-0.00589255437961152	5.51486177705902e-06	0.0121002963271503	FinnGen	K11_ULCER	Ulcerative colitis (FinnGen)	IMD	European (Finnish)	Ulcerative colitis	0.106661871328214	""
K11_ULCER_FinnGen_FinnGenR7_1	PC8	-0.0129646681211466	6.27600164951946e-06	2.27772471655328e-07	FinnGen	K11_ULCER	Ulcerative colitis (FinnGen)	IMD	European (Finnish)	Ulcerative colitis	2.64438284165698e-06	●
K11_ULCER_FinnGen_FinnGenR7_1	PC9	0.000734715577298669	6.12291521845111e-06	0.766527235342629	FinnGen	K11_ULCER	Ulcerative colitis (FinnGen)	IMD	European (Finnish)	Ulcerative colitis	0.943114739837203	""
K11_ULCER_FinnGen_FinnGenR7_1	PC10	0.0334449114423981	7.54485083884712e-06	4.17236863323773e-34	FinnGen	K11_ULCER	Ulcerative colitis (FinnGen)	IMD	European (Finnish)	Ulcerative colitis	3.31007911570193e-32	●
K11_ULCER_FinnGen_FinnGenR7_1	PC11	0.0057630641778625	6.00962481729773e-06	0.0187292595470704	FinnGen	K11_ULCER	Ulcerative colitis (FinnGen)	IMD	European (Finnish)	Ulcerative colitis	0.123821215894521	""
K11_ULCER_FinnGen_FinnGenR7_1	PC12	-0.0109578369171733	6.01727289130917e-06	7.92897249604901e-06	FinnGen	K11_ULCER	Ulcerative colitis (FinnGen)	IMD	European (Finnish)	Ulcerative colitis	5.39170129731333e-05	●
K11_ULCER_FinnGen_FinnGenR7_1	PC13	0.01756442675279	6.4217277054823e-06	4.1730413088013e-12	FinnGen	K11_ULCER	Ulcerative colitis (FinnGen)	IMD	European (Finnish)	Ulcerative colitis	2.15909528585806e-11	●
L12_ERYTHEMANODOSUM_FinnGen_FinnGenR7_1	PC1	-0.00731973913037201	6.80910642331465e-05	0.375049296240594	FinnGen	L12_ERYTHEMANODOSUM	Erythema nodosum (FinnGen)	IMD	European (Finnish)	Erythema nodosum	0.55099834879791	""
L12_ERYTHEMANODOSUM_FinnGen_FinnGenR7_1	PC2	0.00460870771514225	6.80487369414046e-05	0.57637485625599	FinnGen	L12_ERYTHEMANODOSUM	Erythema nodosum (FinnGen)	IMD	European (Finnish)	Erythema nodosum	0.858248560463608	""
L12_ERYTHEMANODOSUM_FinnGen_FinnGenR7_1	PC3	-0.0293007555588726	6.43415090812114e-05	0.000259334193361738	FinnGen	L12_ERYTHEMANODOSUM	Erythema nodosum (FinnGen)	IMD	European (Finnish)	Erythema nodosum	0.000949562123386056	●
L12_ERYTHEMANODOSUM_FinnGen_FinnGenR7_1	PC4	0.00130125268303397	6.22863338251868e-05	0.869039249019151	FinnGen	L12_ERYTHEMANODOSUM	Erythema nodosum (FinnGen)	IMD	European (Finnish)	Erythema nodosum	0.986412647084448	""
L12_ERYTHEMANODOSUM_FinnGen_FinnGenR7_1	PC5	-0.00743524373208421	5.83431939538627e-05	0.330344776274203	FinnGen	L12_ERYTHEMANODOSUM	Erythema nodosum (FinnGen)	IMD	European (Finnish)	Erythema nodosum	0.573883625936207	""
L12_ERYTHEMANODOSUM_FinnGen_FinnGenR7_1	PC6	0.00821681459874582	5.73723394183652e-05	0.27800744402995	FinnGen	L12_ERYTHEMANODOSUM	Erythema nodosum (FinnGen)	IMD	European (Finnish)	Erythema nodosum	0.600396168255473	""
