Trait	nSNP	overall_p	mscomp	First_Author	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	Population	Public	Label
NMO_Estrada_29769526_1	564	0.0133230685610683	PC1 (1e-02)	Estrada	29769526	NMO	Neuromyelitis Optica	IMD	1244	215	1459	European	Y	Neuromyelitis Optica
NONALLERG_ASTHMA_EXMORE_FinnGen_FinnGenR7_1	562	5.23537591078582e-20	PC13 (2e-18)	FinnGen	FinnGenR7	NONALLERG_ASTHMA_EXMORE	Non-allergic asthma (mode) (more controls excluded) (FinnGen)	IMD	175182	8833	184015	European (Finnish)	Y	Non-allergic asthma (mode) (more controls excluded)
NONALLERG_ASTHMA_FinnGen_FinnGenR7_1	562	6.4206066265983e-20	PC13 (1e-18)	FinnGen	FinnGenR7	NONALLERG_ASTHMA	Non-allergic asthma (FinnGen)	IMD	180942	8833	189775	European (Finnish)	Y	Non-allergic asthma
PID_Thaventhiram_32678341_1	528	0.0222367211097453	PC1 (2e-02)	Thaventhiram	32678341	PID	Primary Immune Deficiency	IMD	9225	733	9958	European	Y	Primary Immune Deficiency
PM_Miller_26291516_1	564	2.96797551351487e-07	PC13 (6e-05)	Miller	26291516	PM	Polymyositis	IMD	4724	533	5257	European	N	Polymyositis (Miller)
PM_Rothwell_up_1	479	2.04578078462164e-11	PC3 (9e-06)	Rothwell	36580032	PM	Polymyositis	IMD	3612	903	4515	European	N	Polymyositis (Rothwell)
PM_Sakaue_doi1011012020102320213652_1	534	0.400717699433687	PC11 (4e-01)	Sakaue	doi1011012020102320213652	PM	Polymyositis	IMD	175599	58	175657	East Asian (Japanese)	Y	Polymyositis
POLLENALLERG_FinnGen_FinnGenR7_1	562	9.71302575417512e-16	PC13 (4e-16)	FinnGen	FinnGenR7	POLLENALLERG	Pollen allergy (FinnGen)	IMD	301734	4555	306289	European (Finnish)	Y	Pollen allergy
POLLIN_Sakaue_doi1011012020102320213652_1	534	0.0249264026196129	PC13 (2e-01)	Sakaue	doi1011012020102320213652	POLLIN	Pollinosis	IMD	153666	18593	172259	East Asian (Japanese)	Y	Pollinosis
PSORI_STRICT_FinnGen_FinnGenR7_1	562	0.00830887013962327	PC11 (2e-02)	FinnGen	FinnGenR7	PSORI_STRICT	Psoriasis (vulgaris), strict definition (FinnGen)	IMD	299128	535	299663	European (Finnish)	Y	Psoriasis (vulgaris), strict definition
PSOR_ARTHR_OTH_FinnGen_FinnGenR7_1	562	2.53931589519621e-06	PC5 (9e-04)	FinnGen	FinnGenR7	PSOR_ARTHR_OTH	Other psoriatic arthropathies (FinnGen)	IMD	306336	2253	308589	European (Finnish)	Y	Other psoriatic arthropathies
PSOR_ENTE_ARTHR_FinnGen_FinnGenR7_1	562	7.81966455217407e-13	PC13 (2e-06)	FinnGen	FinnGenR7	PSOR_ENTE_ARTHR	Psoriatic and enteropathic arthropathies (FinnGen)	IMD	238484	2818	241302	European (Finnish)	Y	Psoriatic and enteropathic arthropathies
PSO_Sakaue_doi1011012020102320213652_1	534	0.189875248730051	PC5 (3e-01)	Sakaue	doi1011012020102320213652	PSO	Psoriasis vulgaris	IMD	172289	206	172495	East Asian (Japanese)	Y	Psoriasis vulgaris
R18_ABNORMALITY_WHITE_BLOOD_CELLS_NOT_ELSEW_CLASSIFIED_FinnGen_FinnGenR7_1	562	0.976363467557623	PC4 (3e-01)	FinnGen	FinnGenR7	R18_ABNORMALITY_WHITE_BLOOD_CELLS_NOT_ELSEW_CLASSIFIED	Abnormality of white blood cells, not elsewhere classified (FinnGen)	IMD	297969	122	298091	European (Finnish)	Y	Abnormality of white blood cells, not elsewhere classified
RA_Ishigaki_36333501_1	525	1.223750028277e-23	PC9 (1e-04)	Ishigaki	36333501	RA	Rheumatoid Arthritis	IMD	162608	11025	173633	East Asian	Y	Rheumatoid Arthritis
RA_Ishigaki_36333501_2	566	0	PC9 (2e-188)	Ishigaki	36333501	RA	Rheumatoid Arthritis	IMD	74823	22350	97173	European	Y	Rheumatoid Arthritis
RA_Ishigaki_36333501_3	566	0	PC9 (4e-233)	Ishigaki	36333501	RA	Rheumatoid Arthritis	IMD	240149	35871	276020	Trans-ethnic (EUR, EAS, AFR, SAS, ARB)	Y	Rheumatoid Arthritis
RA_Ishigaki_doi101101795948_1	529	2.52141413690394e-09	PC9 (7e-02)	Ishigaki	doi101101795948	RA	Rheumatoid Arthritis	IMD	208254	4199	212453	East Asian (Japanese)	Y	Rheumatoid Arthritis
RA_Kubo_BBJ_1	529	2.52141413690394e-09	PC9 (7e-02)	Kubo	BBJ	RA	Rheumatoid Arthritis	IMD	208254	4199	212453	East Asian (Japanese)	Y	Rheumatoid Arthritis
RA_Okada_24390342_2	457	1.45157468970105e-25	PC1 (3e-06)	Okada	24390342	RA	Rheumatoid Arthritis	IMD	17642	4873	22515	Asian	Y	Rheumatoid Arthritis
RA_Okada_24390342_3	497	0	PC9 (5e-188)	Okada	24390342	RA	Rheumatoid Arthritis	IMD	61565	19234	80799	Trans-ethnic (European + Asian)	Y	Rheumatoid Arthritis
RA_Sakaue_doi1011012020102320213652_1	534	8.49578833928322e-07	PC9 (2e-01)	Sakaue	doi1011012020102320213652	RA	Rheumatoid Arthritis	IMD	173268	5348	178616	East Asian (Japanese)	Y	Rheumatoid Arthritis
RFEV_Sakaue_doi1011012020102320213652_1	534	0.258800257251905	PC9 (5e-01)	Sakaue	doi1011012020102320213652	RFEV	Rheumatic Fever	IMD	170247	152	170399	East Asian (Japanese)	Y	Rheumatic Fever
RFEV_Tian_28928442_1	565	0.506306029902175	PC1 (1e-01)	Tian	28928442	RFEV	Rheumatic Fever	IMD	88076	1115	89191	European	N	Rheumatic Fever
RHEUMA_NOS_FinnGen_FinnGenR7_1	562	1.5645578037012e-55	PC13 (2e-16)	FinnGen	FinnGenR7	RHEUMA_NOS	Other/unspecified rheumatoid arthritis (FinnGen)	IMD	306012	3076	309088	European (Finnish)	Y	Other/unspecified rheumatoid arthritis
RHEUMA_OTHER_WIDE_FinnGen_FinnGenR7_1	562	2.26696288031644e-54	PC1 (4e-13)	FinnGen	FinnGenR7	RHEUMA_OTHER_WIDE	Other (seronegative) rheumatoid arthritis, wide (FinnGen)	IMD	304359	4795	309154	European (Finnish)	Y	Other (seronegative) rheumatoid arthritis, wide
RHEUMA_SERONEG_FinnGen_FinnGenR7_1	562	3.44066015283386e-31	PC12 (5e-09)	FinnGen	FinnGenR7	RHEUMA_SERONEG	Seronegative rheumatoid arthritis (FinnGen)	IMD	238484	3073	241557	European (Finnish)	Y	Seronegative rheumatoid arthritis
RHEUMA_SEROPOS_FinnGen_FinnGenR7_1	562	1.4435491944061e-161	PC9 (2e-36)	FinnGen	FinnGenR7	RHEUMA_SEROPOS	Seropositive rheumatoid arthritis (FinnGen)	IMD	238484	7294	245778	European (Finnish)	Y	Seropositive rheumatoid arthritis
RHEUMA_SEROPOS_OTH_FinnGen_FinnGenR7_1	562	1.50546832203021e-157	PC1 (1e-35)	FinnGen	FinnGenR7	RHEUMA_SEROPOS_OTH	Other/unspecified seropositiverheumatoid arthritis (FinnGen)	IMD	301860	7211	309071	European (Finnish)	Y	Other/unspecified seropositiverheumatoid arthritis
RHEUMA_SEROPOS_STRICT_FinnGen_FinnGenR7_1	562	1.00672741662694e-90	PC9 (7e-28)	FinnGen	FinnGenR7	RHEUMA_SEROPOS_STRICT	Seropositive rheumatoid arthritis, strict definition (FinnGen)	IMD	302116	3277	305393	European (Finnish)	Y	Seropositive rheumatoid arthritis, strict definition
RHEUMA_SEROPOS_WIDE_FinnGen_FinnGenR7_1	562	7.4325522273036e-158	PC1 (2e-36)	FinnGen	FinnGenR7	RHEUMA_SEROPOS_WIDE	Seropositive rheumatoid arthritis, wide (FinnGen)	IMD	301860	7290	309150	European (Finnish)	Y	Seropositive rheumatoid arthritis, wide
RHEU_ARTHRITIS_OTH_FinnGen_FinnGenR7_1	562	1.95158754736919e-21	PC3 (5e-08)	FinnGen	FinnGenR7	RHEU_ARTHRITIS_OTH	Other arthritis (FG) (FinnGen)	IMD	238484	8217	246701	European (Finnish)	Y	Other arthritis
RX_CROHN_1STLINE_FinnGen_FinnGenR7_1	562	6.7486907648654e-130	PC13 (2e-79)	FinnGen	FinnGenR7	RX_CROHN_1STLINE	First line medication for Crohns disease (FinnGen)	IMD	249599	59555	309154	European (Finnish)	Y	First line medication for Crohns disease
RX_CROHN_2NDLINE_FinnGen_FinnGenR7_1	562	3.84442647539109e-136	PC3 (6e-49)	FinnGen	FinnGenR7	RX_CROHN_2NDLINE	Second line medication for Crohns disease (FinnGen)	IMD	293353	15801	309154	European (Finnish)	Y	Second line medication for Crohns disease
RX_RHEUMA_BIOLOGICAL_FinnGen_FinnGenR7_1	562	2.43933419693529e-37	PC3 (2e-17)	FinnGen	FinnGenR7	RX_RHEUMA_BIOLOGICAL	Biological medication for rheuma (FinnGen)	IMD	306015	3139	309154	European (Finnish)	Y	Biological medication for rheuma
SARC_Sakaue_doi1011012020102320213652_1	534	0.90354261279738	PC6 (4e-01)	Sakaue	doi1011012020102320213652	SARC	Sarcoidosis	IMD	177667	220	177887	East Asian (Japanese)	Y	Sarcoidosis
SJOS_Lessard_up_1	553	2.06060915126866e-53	PC2 (5e-29)	Khatri	35896530	SJOS	Sjögren's syndrome	IMD	17481	3232	20713	European	Y	Sjögren's syndrome
SJOS_Sakaue_doi1011012020102320213652_1	534	0.567016767202516	PC7 (4e-01)	Sakaue	doi1011012020102320213652	SJOS	Sjögren's syndrome	IMD	175599	303	175902	East Asian (Japanese)	Y	Sjögren's syndrome
SLE_FG_FinnGen_FinnGenR7_1	562	1.76591756486261e-34	PC2 (4e-12)	FinnGen	FinnGenR7	SLE_FG	SLE (FG) (FinnGen)	IMD	232612	835	233447	European (Finnish)	Y	SLE
SLE_Julia_29848360_1	566	0	PC2 (1e-213)	Julia	29848360	SLE	Systemic Lupus Erythematosus	IMD	8483	4943	13426	European (North + Spain)	Y	Systemic Lupus Erythematosus
SLE_Julia_29848360_2	566	5.71410400898047e-22	PC2 (7e-04)	Julia	29848360	SLE	Systemic Lupus Erythematosus	IMD	1524	907	2431	European (Spanish)	Y	Systemic Lupus Erythematosus
SLE_NOS_FinnGen_FinnGenR7_1	562	2.8995277615354e-24	PC2 (1e-11)	FinnGen	FinnGenR7	SLE_NOS	Systemic lupus erythematosus, unspecified (FinnGen)	IMD	308319	680	308999	European (Finnish)	Y	Systemic lupus erythematosus, unspecified
SLE_OTH_FinnGen_FinnGenR7_1	562	6.26649078939009e-14	PC2 (3e-11)	FinnGen	FinnGenR7	SLE_OTH	Other forms of Systemic Lupus Erythematosus (FinnGen)	IMD	308319	196	308515	European (Finnish)	Y	Other forms of Systemic Lupus Erythematosus
SLE_STRICT_FinnGen_FinnGenR7_1	562	8.02755354261266e-29	PC2 (6e-14)	FinnGen	FinnGenR7	SLE_STRICT	Systemic Lupus Erythematosus, strict definition (FinnGen)	IMD	308368	786	309154	European (Finnish)	Y	Systemic Lupus Erythematosus, strict definition
SLE_Sakaue_doi1011012020102320213652_1	534	0.0327388053584902	PC2 (4e-03)	Sakaue	doi1011012020102320213652	SLE	Systemic Lupus Erythematosus	IMD	175937	317	176254	East Asian (Japanese)	Y	Systemic Lupus Erythematosus
SPONDYLOARTHRITIS_FinnGen_FinnGenR7_1	562	4.83451150204462e-10	PC3 (6e-06)	FinnGen	FinnGenR7	SPONDYLOARTHRITIS	Spondyloarthritis (FinnGen)	IMD	281678	4855	286533	European (Finnish)	Y	Spondyloarthritis
SSC_LopezIsac_31672989_1	561	7.49308177776997e-61	PC2 (2e-30)	LopezIsac	31672989	SSC	Systemic Sclerosis	IMD	18333	9846	28179	European	Y	Systemic Sclerosis
ST19_FAILU_REJEC_TRANSPLANTED_ORGANS_TISSU_FinnGen_FinnGenR7_1	562	0.0587399158845772	PC13 (1e-03)	FinnGen	FinnGenR7	ST19_FAILU_REJEC_TRANSPLANTED_ORGANS_TISSU	Failure and rejection of transplanted organs and tissues (FinnGen)	IMD	278724	209	278933	European (Finnish)	Y	Failure and rejection of transplanted organs and tissues
STILL_ADULT_FinnGen_FinnGenR7_1	562	0.565417412177084	PC8 (5e-02)	FinnGen	FinnGenR7	STILL_ADULT	Adult-onset Still disease (FinnGen)	IMD	281678	81	281759	European (Finnish)	Y	Adult-onset Still disease
SYSTSCLE_STRICT_FinnGen_FinnGenR7_1	562	0.0032025558772938	PC2 (1e-03)	FinnGen	FinnGenR7	SYSTSCLE_STRICT	Systemic sclerosis,strict definition (FinnGen)	IMD	308683	164	308847	European (Finnish)	Y	Systemic sclerosis,strict definition
T1D_EARLY_FinnGen_FinnGenR7_1	562	1.01537720516442e-92	PC1 (2e-25)	FinnGen	FinnGenR7	T1D_EARLY	Type1 diabetes, definitions combined, early onset (FinnGen)	IMD	306619	2535	309154	European (Finnish)	Y	Type1 diabetes, definitions combined, early onset
T1D_FinnGen_FinnGenR7_1	562	2.15977429787464e-126	PC1 (5e-38)	FinnGen	FinnGenR7	T1D	Type 1 Diabetes	IMD	255449	3711	259160	European (Finnish)	Y	Type 1 Diabetes
T1D_Inshaw_up_1	566	2.92283589965522e-285	PC3 (1e-74)	Inshaw	up	T1D	Type 1 Diabetes	IMD	8828	5913	14741	European	N	Type 1 Diabetes
T1D_STRICT1_FinnGen_FinnGenR7_1	562	1.34598645833604e-112	PC1 (2e-34)	FinnGen	FinnGenR7	T1D_STRICT1	Type 1 diabetes, strict definition, subgroup 1 (FinnGen)	IMD	252598	2938	255536	European (Finnish)	Y	Type 1 diabetes, strict definition, subgroup 1
T1D_STRICT_FinnGen_FinnGenR7_1	562	3.02176084863817e-118	PC1 (2e-33)	FinnGen	FinnGenR7	T1D_STRICT	Type 1 diabetes, strict defin1tion (FinnGen)	IMD	255449	3100	258549	European (Finnish)	Y	Type 1 diabetes, strict defin1tion
T1D_Sakaue_doi1011012020102320213652_1	534	0.5122141356832	PC5 (1e-02)	Sakaue	doi1011012020102320213652	T1D	Type 1 Diabetes	IMD	132032	1219	133251	East Asian (Japanese)	Y	Type 1 Diabetes
T1D_WIDE1_FinnGen_FinnGenR7_1	562	1.66484232018704e-190	PC1 (1e-56)	FinnGen	FinnGenR7	T1D_WIDE1	Type 1 diabetes, wide definition, subgroup 1 (FinnGen)	IMD	252660	7013	259673	European (Finnish)	Y	Type 1 diabetes, wide definition, subgroup 1
T1D_WIDE2_FinnGen_FinnGenR7_1	562	0.0130069923940435	PC3 (1e-04)	FinnGen	FinnGenR7	T1D_WIDE2	Type 1 diabetes, wide definition, subgroup 2 (FinnGen)	IMD	252660	250	252910	European (Finnish)	Y	Type 1 diabetes, wide definition, subgroup 2
T1D_WIDE_FinnGen_FinnGenR7_1	562	3.04759515540172e-191	PC1 (2e-55)	FinnGen	FinnGenR7	T1D_WIDE	Type 1 diabetes, wide definition (FinnGen)	IMD	255551	7337	262888	European (Finnish)	Y	Type 1 diabetes, wide definition
THYROIDITIS_FinnGen_FinnGenR7_1	562	4.03001550875296e-07	PC3 (8e-06)	FinnGen	FinnGenR7	THYROIDITIS	Thyroiditis (FinnGen)	IMD	301639	1385	303024	European (Finnish)	Y	Thyroiditis
UC_Anderson_21297633_1	565	3.33071326195403e-42	PC11 (2e-28)	Anderson	21297633	UC	Ulcerative Colitis	IMD	19718	6687	26405	European	Y	Ulcerative Colitis
UC_Brant_27693347_1	563	1.87728864599951e-08	PC3 (1e-05)	Brant	27693347	UC	Ulcerative Colitis	IMD	5002	583	5585	African (African Americans)	Y	Ulcerative Colitis
UC_Liu_26192919_1	565	0	PC1 (2e-110)	Liu	26192919	UC	Ulcerative Colitis	IMD	20464	6968	27432	European	Y	Ulcerative Colitis
UC_Sakaue_doi1011012020102320213652_1	534	0.164981531792061	PC13 (6e-02)	Sakaue	doi1011012020102320213652	UC	Ulcerative Colitis	IMD	178375	314	178689	East Asian (Japanese)	Y	Ulcerative Colitis
ULCERENTER_FinnGen_FinnGenR7_1	562	3.42383857090408e-19	PC3 (5e-10)	FinnGen	FinnGenR7	ULCERENTER	Ulcerative enterocolitis (FinnGen)	IMD	296008	725	296733	European (Finnish)	Y	Ulcerative enterocolitis
ULCERILEO_FinnGen_FinnGenR7_1	562	2.20724348885805e-44	PC3 (1e-25)	FinnGen	FinnGenR7	ULCERILEO	Ulcerative ileocolitis (FinnGen)	IMD	296008	973	296981	European (Finnish)	Y	Ulcerative ileocolitis
ULCERNAS_FinnGen_FinnGenR7_1	562	5.33810954726858e-95	PC1 (3e-38)	FinnGen	FinnGenR7	ULCERNAS	Ulcerative colitis, NAS (FinnGen)	IMD	296008	3438	299446	European (Finnish)	Y	Ulcerative colitis, NAS
ULCEROTH_FinnGen_FinnGenR7_1	562	2.90194549663418e-34	PC3 (9e-17)	FinnGen	FinnGenR7	ULCEROTH	Other ulcerative colitis (FinnGen)	IMD	296008	1260	297268	European (Finnish)	Y	Other ulcerative colitis
ULCERPROCT_FinnGen_FinnGenR7_1	562	6.85836569352734e-34	PC10 (1e-16)	FinnGen	FinnGenR7	ULCERPROCT	Ulcerative proctitis (FinnGen)	IMD	296008	1321	297329	European (Finnish)	Y	Ulcerative proctitis
ULCERRECT_FinnGen_FinnGenR7_1	562	1.43086270643847e-66	PC10 (3e-26)	FinnGen	FinnGenR7	ULCERRECT	Ulcerative rectosigmoiditis (FinnGen)	IMD	296008	1855	297863	European (Finnish)	Y	Ulcerative rectosigmoiditis
ULCER_ARTHR_FinnGen_FinnGenR7_1	562	2.379143010216e-14	PC13 (3e-08)	FinnGen	FinnGenR7	ULCER_ARTHR	Arthropathy in ulcerative colitis (FinnGen)	IMD	306336	241	306577	European (Finnish)	Y	Arthropathy in ulcerative colitis
UVJIA_Haasnoot_29513936_1	565	0.643461857265678	PC13 (7e-02)	Haasnoot	29513936	UVJIA	Uveitis in JIA	IMD	99	66	165	European	Y	Uveitis in JIA
UVJIA_Haasnoot_29513936_2	566	0.84709369104861	PC11 (4e-02)	Haasnoot	29513936	UVJIA	Uveitis in JIA	IMD	231	126	357	European	Y	Uveitis in JIA
UV_Sakaue_doi1011012020102320213652_1	534	0.994737025858491	PC6 (5e-01)	Sakaue	doi1011012020102320213652	UV	Uveitis	IMD	174600	125	174725	East Asian (Japanese)	Y	Uveitis
Z21_PERSONAL_HISTORY_ALLERGY_DRUGS_MEDICAM_BIOLO_SUBST_FinnGen_FinnGenR7_1	562	0.789701115397013	PC4 (1e-01)	FinnGen	FinnGenR7	Z21_PERSONAL_HISTORY_ALLERGY_DRUGS_MEDICAM_BIOLO_SUBST	Personal history of allergy to drugs, medicaments and biological substances (FinnGen)	IMD	270158	140	270298	European (Finnish)	Y	Personal history of allergy to drugs, medicaments and biological substances
ph081_PanUKBB_PanUKBBR2_1	566	0.799566840505927	PC13 (8e-02)	PanUKBB	PanUKBBR2	ph081	Infection/inflammation of internal prosthetic device; implant; and graft (UKBB)	IMD	414252	1221	415473	European (EUR)	Y	Infection/inflammation of internal prosthetic device; implant; and graft
ph242.1_PanUKBB_PanUKBBR2_1	566	0.00143517628653976	PC12 (2e-02)	PanUKBB	PanUKBBR2	ph242.1	Graves' disease (UKBB)	IMD	399034	554	399588	European (EUR)	Y	Graves' disease
ph244_PanUKBB_PanUKBBR2_1	566	1.78171394221225e-257	PC1 (3e-89)	PanUKBB	PanUKBBR2	ph244	Hypothyroidism (UKBB)	IMD	416311	19131	435442	Trans-ethnic (AFR,CSA,EAS,EUR)	Y	Hypothyroidism
ph245.21_PanUKBB_PanUKBBR2_1	566	1.5998759173254e-05	PC8 (8e-05)	PanUKBB	PanUKBBR2	ph245.21	Chronic lymphocytic thyroiditis (UKBB)	IMD	399034	249	399283	European (EUR)	Y	Chronic lymphocytic thyroiditis
ph245.2_PanUKBB_PanUKBBR2_1	566	9.93500701927596e-05	PC8 (2e-04)	PanUKBB	PanUKBBR2	ph245.2	Chronic thyroiditis (UKBB)	IMD	399034	265	399299	European (EUR)	Y	Chronic thyroiditis
ph245_PanUKBB_PanUKBBR2_1	566	5.94538180516984e-05	PC8 (4e-04)	PanUKBB	PanUKBBR2	ph245	Thyroiditis (UKBB)	IMD	399034	351	399385	European (EUR)	Y	Thyroiditis
ph250.11_PanUKBB_PanUKBBR2_1	566	4.2759283441864e-13	PC2 (4e-06)	PanUKBB	PanUKBBR2	ph250.11	Type 1 diabetes with ketoacidosis (UKBB)	IMD	396181	302	396483	European (EUR)	Y	Type 1 diabetes with ketoacidosis
ph250.13_PanUKBB_PanUKBBR2_1	566	5.40712079332718e-11	PC1 (2e-06)	PanUKBB	PanUKBBR2	ph250.13	Type 1 diabetes with ophthalmic manifestations (UKBB)	IMD	396181	573	396754	European (EUR)	Y	Type 1 diabetes with ophthalmic manifestations
ph250.1_PanUKBB_PanUKBBR2_1	566	3.40066301573962e-32	PC1 (5e-12)	PanUKBB	PanUKBBR2	ph250.1	Type 1 diabetes (UKBB)	IMD	409155	3545	412700	Trans-ethnic (AFR,CSA,EUR)	Y	Type 1 diabetes
ph274.11_PanUKBB_PanUKBBR2_1	566	0.697206475587674	PC6 (1e-01)	PanUKBB	PanUKBBR2	ph274.11	Gouty arthropathy (UKBB)	IMD	415559	164	415723	European (EUR)	Y	Gouty arthropathy
ph274.1_PanUKBB_PanUKBBR2_1	566	0.0447495601340566	PC5 (2e-03)	PanUKBB	PanUKBBR2	ph274.1	Gout (UKBB)	IMD	430896	4678	435574	Trans-ethnic (AFR,CSA,EUR)	Y	Gout
ph274.2_PanUKBB_PanUKBBR2_1	566	0.118892696114308	PC11 (2e-02)	PanUKBB	PanUKBBR2	ph274.2	Crystal arthropathies (UKBB)	IMD	415559	533	416092	European (EUR)	Y	Crystal arthropathies
ph274_PanUKBB_PanUKBBR2_1	566	0.0988374885072862	PC5 (3e-03)	PanUKBB	PanUKBBR2	ph274	Gout and other crystal arthropathies (UKBB)	IMD	430896	5147	436043	Trans-ethnic (AFR,CSA,EUR)	Y	Gout and other crystal arthropathies
ph279.11_PanUKBB_PanUKBBR2_1	566	0.303518778230954	PC1 (8e-02)	PanUKBB	PanUKBBR2	ph279.11	Deficiency of humoral immunity (UKBB)	IMD	419926	187	420113	European (EUR)	Y	Deficiency of humoral immunity
ph279.1_PanUKBB_PanUKBBR2_1	566	0.097626983385227	PC12 (3e-02)	PanUKBB	PanUKBBR2	ph279.1	Immunity deficiency (UKBB)	IMD	419926	270	420196	European (EUR)	Y	Immunity deficiency
ph279.7_PanUKBB_PanUKBBR2_1	566	0.887026193232143	PC9 (2e-01)	PanUKBB	PanUKBBR2	ph279.7	Other immunological findings (UKBB)	IMD	419926	281	420207	European (EUR)	Y	Other immunological findings
ph279_PanUKBB_PanUKBBR2_1	566	0.0573719782645635	PC1 (8e-03)	PanUKBB	PanUKBBR2	ph279	Disorders involving the immune mechanism (UKBB)	IMD	419926	328	420254	European (EUR)	Y	Disorders involving the immune mechanism
ph288.2_PanUKBB_PanUKBBR2_1	566	0.0930805260648296	PC3 (4e-02)	PanUKBB	PanUKBBR2	ph288.2	Elevated white blood cell count (UKBB)	IMD	410877	436	411313	European (EUR)	Y	Elevated white blood cell count
ph288_PanUKBB_PanUKBBR2_1	566	0.0303911965803885	PC12 (3e-03)	PanUKBB	PanUKBBR2	ph288	Diseases of white blood cells (UKBB)	IMD	425978	5024	431002	Trans-ethnic (AFR,CSA,EUR)	Y	Diseases of white blood cells
ph335_PanUKBB_PanUKBBR2_1	566	5.28481305082976e-26	PC12 (1e-09)	PanUKBB	PanUKBBR2	ph335	Multiple sclerosis (UKBB)	IMD	403249	1538	404787	European (EUR)	Y	Multiple sclerosis
ph358.1_PanUKBB_PanUKBBR2_1	566	0.0527183688613235	PC1 (9e-03)	PanUKBB	PanUKBBR2	ph358.1	Myasthenia gravis (UKBB)	IMD	417332	224	417556	European (EUR)	Y	Myasthenia gravis
ph371.3_PanUKBB_PanUKBBR2_1	566	0.000380926097145954	PC3 (2e-04)	PanUKBB	PanUKBBR2	ph371.3	Inflammation of eyelids (UKBB)	IMD	417645	2854	420499	Trans-ethnic (CSA,EUR)	Y	Inflammation of eyelids
ph420.1_PanUKBB_PanUKBBR2_1	566	0.890650131021174	PC9 (1e-01)	PanUKBB	PanUKBBR2	ph420.1	Myocarditis (UKBB)	IMD	416313	144	416457	European (EUR)	Y	Myocarditis
ph420.21_PanUKBB_PanUKBBR2_1	566	0.567696847244392	PC3 (1e-01)	PanUKBB	PanUKBBR2	ph420.21	Acute pericarditis (UKBB)	IMD	416313	255	416568	European (EUR)	Y	Acute pericarditis
ph420.2_PanUKBB_PanUKBBR2_1	566	0.431270542817729	PC7 (4e-02)	PanUKBB	PanUKBBR2	ph420.2	Pericarditis (UKBB)	IMD	422845	1737	424582	Trans-ethnic (AFR,EUR)	Y	Pericarditis
ph420.3_PanUKBB_PanUKBBR2_1	566	0.558168688321225	PC8 (3e-02)	PanUKBB	PanUKBBR2	ph420.3	Endocarditis (UKBB)	IMD	416313	909	417222	European (EUR)	Y	Endocarditis
ph420_PanUKBB_PanUKBBR2_1	566	0.087209497111765	PC8 (6e-03)	PanUKBB	PanUKBBR2	ph420	Carditis (UKBB)	IMD	431633	2802	434435	Trans-ethnic (AFR,CSA,EUR)	Y	Carditis
ph446.4_PanUKBB_PanUKBBR2_1	566	0.260215687941339	PC4 (1e-01)	PanUKBB	PanUKBBR2	ph446.4	Wegener's granulomatosis (UKBB)	IMD	408565	217	408782	European (EUR)	Y	Wegener's granulomatosis
ph446.5_PanUKBB_PanUKBBR2_1	566	0.0571009920049274	PC3 (3e-02)	PanUKBB	PanUKBBR2	ph446.5	Giant cell arteritis (UKBB)	IMD	408565	532	409097	European (EUR)	Y	Giant cell arteritis
ph446.9_PanUKBB_PanUKBBR2_1	566	0.502270391473144	PC12 (1e-01)	PanUKBB	PanUKBBR2	ph446.9	Arteritis NOS (UKBB)	IMD	408565	328	408893	European (EUR)	Y	Arteritis NOS
ph451.2_PanUKBB_PanUKBBR2_1	566	0.243632411250128	PC4 (3e-02)	PanUKBB	PanUKBBR2	ph451.2	Phlebitis and thrombophlebitis of lower extremities (UKBB)	IMD	382223	4495	386718	Trans-ethnic (AFR,EUR)	Y	Phlebitis and thrombophlebitis of lower extremities
ph451_PanUKBB_PanUKBBR2_1	566	0.295562768096281	PC4 (7e-02)	PanUKBB	PanUKBBR2	ph451	Phlebitis and thrombophlebitis (UKBB)	IMD	390206	4938	395144	Trans-ethnic (AFR,CSA,EUR)	Y	Phlebitis and thrombophlebitis
ph471_PanUKBB_PanUKBBR2_1	566	7.80950485492367e-57	PC13 (3e-52)	PanUKBB	PanUKBBR2	ph471	Nasal polyps (UKBB)	IMD	407149	3726	410875	Trans-ethnic (CSA,EUR)	Y	Nasal polyps
ph476_PanUKBB_PanUKBBR2_1	566	4.90251974261521e-07	PC13 (1e-06)	PanUKBB	PanUKBBR2	ph476	Allergic rhinitis (UKBB)	IMD	398757	1531	400288	European (EUR)	Y	Allergic rhinitis
ph495.2_PanUKBB_PanUKBBR2_1	566	5.36810001557389e-06	PC13 (1e-09)	PanUKBB	PanUKBBR2	ph495.2	Asthma with exacerbation (UKBB)	IMD	379656	290	379946	European (EUR)	Y	Asthma with exacerbation
ph495_PanUKBB_PanUKBBR2_1	566	7.5346897575045e-177	PC13 (8e-142)	PanUKBB	PanUKBBR2	ph495	Asthma (UKBB)	IMD	398413	33000	431413	Trans-ethnic (CSA,EUR,MID)	Y	Asthma
ph500.1_PanUKBB_PanUKBBR2_1	566	0.777281442532204	PC10 (1e-01)	PanUKBB	PanUKBBR2	ph500.1	Extrinsic allergic alveolitis (UKBB)	IMD	404684	110	404794	European (EUR)	Y	Extrinsic allergic alveolitis
