"File_ID"	"First_Author"	"Year"	"Reference"	"Trait_ID_2.0"	"Trait_long"	"Trait_class"	"N0"	"N1"	"N"	"SNP_number"	"Chip"	"Population"	"Collection"	"Trait"
"VIT_DEF_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"VIT_DEF"	"Vitamin deficiency (FinnGen)"	"OTH"	209607	632	210239	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"VIT_DEF_FinnGen_FinnGenR5_1"
"VOCALCORDDYS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"VOCALCORDDYS"	"Vocal cord dysfunction (FinnGen)"	"OTH"	95430	516	95946	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"VOCALCORDDYS_FinnGen_FinnGenR5_1"
"VWXY20_ACCIDENTS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"VWXY20_ACCIDENTS"	"Accidents (FinnGen)"	"OTH"	217193	1599	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"VWXY20_ACCIDENTS_FinnGen_FinnGenR5_1"
"VWXY20_BLOOD_ALCOHOL_ALCOHOL_INTOX_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"VWXY20_BLOOD_ALCOHOL_ALCOHOL_INTOX_LEVEL"	"Blood alcohol or alcohol intoxication level (FinnGen)"	"OTH"	218339	251	218590	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"VWXY20_BLOOD_ALCOHOL_ALCOHOL_INTOX_LEVEL_FinnGen_FinnGenR5_1"
"VWXY20_COMPLICATIO_MEDICAL_SURGI_CARE_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"VWXY20_COMPLICATIO_MEDICAL_SURGI_CARE"	"Complications of medical and surgical care (FinnGen)"	"OTH"	218669	123	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"VWXY20_COMPLICATIO_MEDICAL_SURGI_CARE_FinnGen_FinnGenR5_1"
"VWXY20_EVIDE_ALCOHOL_INVOLVM_DETERM_BLOOD_ALCOHOL_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"VWXY20_EVIDE_ALCOHOL_INVOLVM_DETERM_BLOOD_ALCOHOL_LEVEL"	"Evidence of alcohol involvement determined by blood alcohol level (FinnGen)"	"OTH"	217994	137	218131	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"VWXY20_EVIDE_ALCOHOL_INVOLVM_DETERM_BLOOD_ALCOHOL_LEVEL_FinnGen_FinnGenR5_1"
"VWXY20_EVIDE_ALCOHOL_INVOLVM_DETERM_LEVEL_INTOX_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"VWXY20_EVIDE_ALCOHOL_INVOLVM_DETERM_LEVEL_INTOX"	"Evidence of alcohol involvement determined by level of intoxication (FinnGen)"	"OTH"	218009	121	218130	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"VWXY20_EVIDE_ALCOHOL_INVOLVM_DETERM_LEVEL_INTOX_FinnGen_FinnGenR5_1"
"VWXY20_FALL_SAME_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"VWXY20_FALL_SAME_LEVEL"	"Fall on same level (FinnGen)"	"OTH"	163808	483	164291	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"VWXY20_FALL_SAME_LEVEL_FinnGen_FinnGenR5_1"
"VWXY20_FALL_SAME_LEVEL_INVOLVI_ICE_SNOW_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"VWXY20_FALL_SAME_LEVEL_INVOLVI_ICE_SNOW"	"Fall on same level involving ice and snow (FinnGen)"	"OTH"	164124	87	164211	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"VWXY20_FALL_SAME_LEVEL_INVOLVI_ICE_SNOW_FinnGen_FinnGenR5_1"
"VWXY20_OTHER_EXTER_CAUSES_ACCIDENTAL_INJURY_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"VWXY20_OTHER_EXTER_CAUSES_ACCIDENTAL_INJURY"	"Other external causes of accidental injury (FinnGen)"	"OTH"	217193	1405	218598	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"VWXY20_OTHER_EXTER_CAUSES_ACCIDENTAL_INJURY_FinnGen_FinnGenR5_1"
"VWXY20_SEQUEL_EXTER_CAUSES_MORBIDI_MORTA_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"VWXY20_SEQUEL_EXTER_CAUSES_MORBIDI_MORTA"	"Sequelae of external causes of morbidity and mortality (FinnGen)"	"OTH"	218712	80	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"VWXY20_SEQUEL_EXTER_CAUSES_MORBIDI_MORTA_FinnGen_FinnGenR5_1"
"VWXY20_SUICI_OTHER_INTENTI_SELF_H_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"VWXY20_SUICI_OTHER_INTENTI_SELF_H"	"Suicide or other Intentional self-harm (FinnGen)"	"OTH"	166584	52208	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"VWXY20_SUICI_OTHER_INTENTI_SELF_H_FinnGen_FinnGenR5_1"
"VWXY20_SUPPLE_FACTO_RELATED_CAUSES_MORBIDI_MORTA_CLASSIFIED_ELSEW_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"VWXY20_SUPPLE_FACTO_RELATED_CAUSES_MORBIDI_MORTA_CLASSIFIED_ELSEW"	"Supplementary factors related to causes of morbidity and mortality classified elsewhere (FinnGen)"	"OTH"	218339	453	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"VWXY20_SUPPLE_FACTO_RELATED_CAUSES_MORBIDI_MORTA_CLASSIFIED_ELSEW_FinnGen_FinnGenR5_1"
"VWXY20_SURGI_OTHER_MEDICAL_PROCED_CAUSE_ABNORMAL_REACTION_PATIENT_COMPLICATION_WO_MENTION_MISAD_TIME_PROCED_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"VWXY20_SURGI_OTHER_MEDICAL_PROCED_CAUSE_ABNORMAL_REACTION_PATIENT_COMPLICATION_WO_MENTION_MISAD_TIME_PROCED"	"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure (FinnGen)"	"OTH"	218669	80	218749	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"VWXY20_SURGI_OTHER_MEDICAL_PROCED_CAUSE_ABNORMAL_REACTION_PATIENT_COMPLICATION_WO_MENTION_MISAD_TIME_PROCED_FinnGen_FinnGenR5_1"
"VWXY20_TRANSPO_ACCIDENTS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"VWXY20_TRANSPO_ACCIDENTS"	"Transport accidents (FinnGen)"	"OTH"	217193	200	217393	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"VWXY20_TRANSPO_ACCIDENTS_FinnGen_FinnGenR5_1"
"VWXY20_TYPE_ACCIDENT_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"VWXY20_TYPE_ACCIDENT"	"Type of accident (FinnGen)"	"OTH"	218339	161	218500	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"VWXY20_TYPE_ACCIDENT_FinnGen_FinnGenR5_1"
"VWXY20_UNSPE_FALL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"VWXY20_UNSPE_FALL"	"Unspecified fall (FinnGen)"	"OTH"	164085	120	164205	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"VWXY20_UNSPE_FALL_FinnGen_FinnGenR5_1"
"VWXY20_VAPAA_TAPATURMAT_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"VWXY20_VAPAA_TAPATURMAT"	"!!!Vapaa-ajan tapaturmat (FinnGen)"	"OTH"	218012	119	218131	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"VWXY20_VAPAA_TAPATURMAT_FinnGen_FinnGenR5_1"
"WEIGHTLOSS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"WEIGHTLOSS"	"Weight loss (FinnGen)"	"OTH"	217646	1146	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"WEIGHTLOSS_FinnGen_FinnGenR5_1"
"WET_AMD_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"WET_AMD"	"Wet age-related macular degeneration (FinnGen)"	"OTH"	206601	2114	208715	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"WET_AMD_FinnGen_FinnGenR5_1"
"Z21_ACQUI_ABSENCE_LIMB_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_ACQUI_ABSENCE_LIMB"	"Acquired absence of limb (FinnGen)"	"OTH"	195047	87	195134	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_ACQUI_ABSENCE_LIMB_FinnGen_FinnGenR5_1"
"Z21_ACQUI_ABSENCE_ORGANS_NOT_ELSEW_CLASSIFIED_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_ACQUI_ABSENCE_ORGANS_NOT_ELSEW_CLASSIFIED"	"Acquired absence of organs, not elsewhere classified (FinnGen)"	"OTH"	195047	139	195186	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_ACQUI_ABSENCE_ORGANS_NOT_ELSEW_CLASSIFIED_FinnGen_FinnGenR5_1"
"Z21_ADDIT_CODES_LOCAT_DEFECT_INJURY_ILLNE_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_ADDIT_CODES_LOCAT_DEFECT_INJURY_ILLNE"	"Additional codes for the location of defect, injury or illness (FinnGen)"	"OTH"	218241	551	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_ADDIT_CODES_LOCAT_DEFECT_INJURY_ILLNE_FinnGen_FinnGenR5_1"
"Z21_ADJUS_MANAG_IMPLANTNTED_DEVICE_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_ADJUS_MANAG_IMPLANTNTED_DEVICE"	"Adjustment and management of implanted device (FinnGen)"	"OTH"	193570	1984	195554	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_ADJUS_MANAG_IMPLANTNTED_DEVICE_FinnGen_FinnGenR5_1"
"Z21_ALCOHOL_ABUSE_COUNSELLI_SURVE_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_ALCOHOL_ABUSE_COUNSELLI_SURVE"	"Alcohol abuse counselling and surveillance (FinnGen)"	"OTH"	218608	184	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_ALCOHOL_ABUSE_COUNSELLI_SURVE_FinnGen_FinnGenR5_1"
"Z21_ANKLE_FOOT_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_ANKLE_FOOT"	"Ankle and foot (FinnGen)"	"OTH"	218241	104	218345	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_ANKLE_FOOT_FinnGen_FinnGenR5_1"
"Z21_ANTEN_SCREE_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_ANTEN_SCREE"	"Antenatal screening (FinnGen)"	"OTH"	90131	17826	107957	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_ANTEN_SCREE_FinnGen_FinnGenR5_1"
"Z21_ARTIF_OPENI_STATUS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_ARTIF_OPENI_STATUS"	"Artificial opening status (FinnGen)"	"OTH"	195047	601	195648	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_ARTIF_OPENI_STATUS_FinnGen_FinnGenR5_1"
"Z21_ASYMP_HUMAN_IMMUNODEFICIENCY_VIRUS_HIV_INFECTION_STATUS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_ASYMP_HUMAN_IMMUNODEFICIENCY_VIRUS_HIV_INFECTION_STATUS"	"Asymptomatic human immunodeficiency virus [HIV] infection status (FinnGen)"	"OTH"	216934	109	217043	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_ASYMP_HUMAN_IMMUNODEFICIENCY_VIRUS_HIV_INFECTION_STATUS_FinnGen_FinnGenR5_1"
"Z21_ATTN_ARTIF_OPENI_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_ATTN_ARTIF_OPENI"	"Attention to artificial openings (FinnGen)"	"OTH"	193570	386	193956	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_ATTN_ARTIF_OPENI_FinnGen_FinnGenR5_1"
"Z21_CARE_INVOLVI_DIALY_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_CARE_INVOLVI_DIALY"	"Care involving dialysis (FinnGen)"	"OTH"	193570	1153	194723	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_CARE_INVOLVI_DIALY_FinnGen_FinnGenR5_1"
"Z21_CARE_INVOLVI_USE_REHAB_PROCED_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_CARE_INVOLVI_USE_REHAB_PROCED"	"Care involving use of rehabilitation procedures (FinnGen)"	"OTH"	193570	12172	205742	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_CARE_INVOLVI_USE_REHAB_PROCED_FinnGen_FinnGenR5_1"
"Z21_CARRIER_INFECTIOUS_DISEA_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_CARRIER_INFECTIOUS_DISEA"	"Carrier of infectious disease (FinnGen)"	"OTH"	216934	241	217175	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_CARRIER_INFECTIOUS_DISEA_FinnGen_FinnGenR5_1"
"Z21_CONTACT_W_EXPOS_COMMUNICAB_DISEA_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_CONTACT_W_EXPOS_COMMUNICAB_DISEA"	"Contact with and exposure to communicable diseases (FinnGen)"	"OTH"	216934	1154	218088	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_CONTACT_W_EXPOS_COMMUNICAB_DISEA_FinnGen_FinnGenR5_1"
"Z21_CONTRACEPTIVE_MANAG_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_CONTRACEPTIVE_MANAG"	"Contraceptive management (FinnGen)"	"OTH"	181567	13141	194708	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_CONTRACEPTIVE_MANAG_FinnGen_FinnGenR5_1"
"Z21_CONVALESCENCE_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_CONVALESCENCE"	"Convalescence (FinnGen)"	"OTH"	193570	795	194365	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_CONVALESCENCE_FinnGen_FinnGenR5_1"
"Z21_COUNSELLI_RELATED_SEXUAL_ATTIT_BEHVI_ORIEN_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_COUNSELLI_RELATED_SEXUAL_ATTIT_BEHVI_ORIEN"	"Counselling related to sexual attitude, behaviour and orientation (FinnGen)"	"OTH"	191362	182	191544	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_COUNSELLI_RELATED_SEXUAL_ATTIT_BEHVI_ORIEN_FinnGen_FinnGenR5_1"
"Z21_DEPENDENCE_ENABL_MACHINES_DEVICES_NOT_ELSEW_CLASSIFIED_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_DEPENDENCE_ENABL_MACHINES_DEVICES_NOT_ELSEW_CLASSIFIED"	"Dependence on enabling machines and devices, not elsewhere classified (FinnGen)"	"OTH"	195047	168	195215	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_DEPENDENCE_ENABL_MACHINES_DEVICES_NOT_ELSEW_CLASSIFIED_FinnGen_FinnGenR5_1"
"Z21_DESEN_ALLERGE_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_DESEN_ALLERGE"	"Desensitization to allergens (FinnGen)"	"OTH"	217419	712	218131	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_DESEN_ALLERGE_FinnGen_FinnGenR5_1"
"Z21_DONORS_ORGANS_TISSU_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_DONORS_ORGANS_TISSU"	"Donors of organs and tissues (FinnGen)"	"OTH"	193570	138	193708	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_DONORS_ORGANS_TISSU_FinnGen_FinnGenR5_1"
"Z21_EXAM_ENCOUNTER_ADMINISTR_PURPO_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_EXAM_ENCOUNTER_ADMINISTR_PURPO"	"Examination and encounter for administrative purposes (FinnGen)"	"OTH"	118077	182	118259	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_EXAM_ENCOUNTER_ADMINISTR_PURPO_FinnGen_FinnGenR5_1"
"Z21_EXAM_OBSER_OTH_REASO_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_EXAM_OBSER_OTH_REASO"	"Examination and observation for other reasons (FinnGen)"	"OTH"	118077	13990	132067	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_EXAM_OBSER_OTH_REASO_FinnGen_FinnGenR5_1"
"Z21_FAMILY_HISTORY_CERTA_DISABILITI_CHRONIC_DISEA_LEADI_DISABL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_FAMILY_HISTORY_CERTA_DISABILITI_CHRONIC_DISEA_LEADI_DISABL"	"Family history of certain disabilities and chronic diseases leading to disablement (FinnGen)"	"OTH"	195047	509	195556	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_FAMILY_HISTORY_CERTA_DISABILITI_CHRONIC_DISEA_LEADI_DISABL_FinnGen_FinnGenR5_1"
"Z21_FAMILY_HISTORY_MALIG_NEOPLASM_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_FAMILY_HISTORY_MALIG_NEOPLASM"	"Family history of malignant neoplasm (FinnGen)"	"OTH"	195047	1187	196234	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_FAMILY_HISTORY_MALIG_NEOPLASM_FinnGen_FinnGenR5_1"
"Z21_FAMILY_HISTORY_OTH_SPECIFIC_DISORD_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_FAMILY_HISTORY_OTH_SPECIFIC_DISORD"	"Family history of other specific disorders (FinnGen)"	"OTH"	195047	130	195177	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_FAMILY_HISTORY_OTH_SPECIFIC_DISORD_FinnGen_FinnGenR5_1"
"Z21_FIT_ADJ_OTH_DEVICES_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_FIT_ADJ_OTH_DEVICES"	"Fitting and adjustment of other devices (FinnGen)"	"OTH"	193570	4609	198179	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_FIT_ADJ_OTH_DEVICES_FinnGen_FinnGenR5_1"
"Z21_FOLLOW__CARE_INVOLVI_PLASTIC_SURGE_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_FOLLOW__CARE_INVOLVI_PLASTIC_SURGE"	"Follow-up care involving plastic surgery (FinnGen)"	"OTH"	193570	686	194256	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_FOLLOW__CARE_INVOLVI_PLASTIC_SURGE_FinnGen_FinnGenR5_1"
"Z21_FOLLOW__EXAM_TREAT_CONDI_OTH_MALIG_NEOPLASMS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_FOLLOW__EXAM_TREAT_CONDI_OTH_MALIG_NEOPLASMS"	"Follow-up examination after treatment for conditions other than malignant neoplasms (FinnGen)"	"OTH"	118077	12645	130722	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_FOLLOW__EXAM_TREAT_CONDI_OTH_MALIG_NEOPLASMS_FinnGen_FinnGenR5_1"
"Z21_FOLLOW__EXAM_TREAT_MALIG_NEOPLASMS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_FOLLOW__EXAM_TREAT_MALIG_NEOPLASMS"	"Follow-up examination after treatment for malignant neoplasms (FinnGen)"	"OTH"	118077	1645	119722	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_FOLLOW__EXAM_TREAT_MALIG_NEOPLASMS_FinnGen_FinnGenR5_1"
"Z21_GENERAL_EXAM_INVES_PERSONS_WO_COMPLA_REPOR_DIAGNOSIS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_GENERAL_EXAM_INVES_PERSONS_WO_COMPLA_REPOR_DIAGNOSIS"	"General examination and investigation of persons without complaint and reported diagnosis (FinnGen)"	"OTH"	118077	21663	139740	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_GENERAL_EXAM_INVES_PERSONS_WO_COMPLA_REPOR_DIAGNOSIS_FinnGen_FinnGenR5_1"
"Z21_LUNG_TRANSPLANT_STATUS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_LUNG_TRANSPLANT_STATUS"	"Lung transplant status (FinnGen)"	"OTH"	218695	97	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_LUNG_TRANSPLANT_STATUS_FinnGen_FinnGenR5_1"
"Z21_MEDICAL_OBSER_EVALU_SUSPECTED_DISEA_CONDI_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_MEDICAL_OBSER_EVALU_SUSPECTED_DISEA_CONDI"	"Medical observation and evaluation for suspected diseases and conditions (FinnGen)"	"OTH"	118077	33448	151525	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_MEDICAL_OBSER_EVALU_SUSPECTED_DISEA_CONDI_FinnGen_FinnGenR5_1"
"Z21_NEED_IMMUNI_OTH_SINGLE_VIRAL_DISEA_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_NEED_IMMUNI_OTH_SINGLE_VIRAL_DISEA"	"Need for immunization against other single viral diseases (FinnGen)"	"OTH"	216934	299	217233	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_NEED_IMMUNI_OTH_SINGLE_VIRAL_DISEA_FinnGen_FinnGenR5_1"
"Z21_OCCUPAT_EXPOS_RISK__FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_OCCUPAT_EXPOS_RISK_"	"Occupational exposure to risk-factors (FinnGen)"	"OTH"	213655	389	214044	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_OCCUPAT_EXPOS_RISK__FinnGen_FinnGenR5_1"
"Z21_OTHER_MEDICAL_CARE_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_OTHER_MEDICAL_CARE"	"Other medical care (FinnGen)"	"OTH"	193570	3866	197436	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_OTHER_MEDICAL_CARE_FinnGen_FinnGenR5_1"
"Z21_OTHER_ORTHOPA_FOLLOW__CARE_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_OTHER_ORTHOPA_FOLLOW__CARE"	"Other orthopaedic follow-up care (FinnGen)"	"OTH"	193570	931	194501	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_OTHER_ORTHOPA_FOLLOW__CARE_FinnGen_FinnGenR5_1"
"Z21_OTHER_POSTS_STATES_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_OTHER_POSTS_STATES"	"Other postsurgical states (FinnGen)"	"OTH"	195047	793	195840	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_OTHER_POSTS_STATES_FinnGen_FinnGenR5_1"
"Z21_OTHER_PROBL_RELATED_PRIMARY_SUPPORT_GROUP_INCLU_FAMILY_CIRCUMSTANC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_OTHER_PROBL_RELATED_PRIMARY_SUPPORT_GROUP_INCLU_FAMILY_CIRCUMSTANC"	"Other problems related to primary support group, including family circumstances (FinnGen)"	"OTH"	213655	1953	215608	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_OTHER_PROBL_RELATED_PRIMARY_SUPPORT_GROUP_INCLU_FAMILY_CIRCUMSTANC_FinnGen_FinnGenR5_1"
"Z21_OTHER_SPECIAL_EXAM_INVES_PERSONS_WO_COMPLA_REPOR_DIAGNOSIS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"Z21_OTHER_SPECIAL_EXAM_INVES_PERSONS_WO_COMPLA_REPOR_DIAGNOSIS"	"Other special examinations and investigations of persons without complaint or reported diagnosis (FinnGen)"	"OTH"	118077	53193	171270	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"Z21_OTHER_SPECIAL_EXAM_INVES_PERSONS_WO_COMPLA_REPOR_DIAGNOSIS_FinnGen_FinnGenR5_1"
